,sarcasm_label,emotion_label,sentiment_label,id,sentence_level_similarity_emotion,sentence_level_similarity_word,exclamation,TEXT_1,TEXT_2,TEXT_3,TEXT_4,TEXT_5,TEXT_6,TEXT_7,TEXT_8,TEXT_9,TEXT_10,TEXT_11,TEXT_12,TEXT_13,TEXT_14,TEXT_15,TEXT_16,TEXT_17,TEXT_18,TEXT_19,TEXT_20,TEXT_21,TEXT_22,TEXT_23,TEXT_24,TEXT_25,TEXT_26,TEXT_27,TEXT_28,TEXT_29,TEXT_30,TEXT_31,TEXT_32,TEXT_33,TEXT_34,TEXT_35,TEXT_36,TEXT_37,TEXT_38,TEXT_39,TEXT_40,TEXT_41,TEXT_42,TEXT_43,TEXT_44,TEXT_45,TEXT_46,TEXT_47,TEXT_48,TEXT_49,TEXT_50
6,0,anger,0,7,0.4180894854585909,0.9255489442650184,0,4.246305661584878,8.633175925207516,6.589389410583151,1.3032129948652398,5.817404507899664,3.928312440706087,0.7490711930444489,-2.493785239314088,0.17931912638871833,-1.5813064129832828,-3.0205559504771795,-1.0815597430660888,1.0003629185375584,-3.9895800441218308,1.2048219282944042,1.2325984238651069,0.8631338923902188,-0.35837222981854994,-0.6303402657417704,-0.23185589433712914,0.27406116426816823,-1.3078333039580412,-1.5498122957038998,-3.126067633406839,-1.09713226495447,0.07502171241038083,0.325841134896352,1.1245138888274564,0.6910247945756895,0.2184337108179191,-2.9230046564466776,-1.617920217622352,1.3226413364576592,-0.37626004871450525,-1.3325724553514517,0.6139418212289003,0.053395160200841923,-1.7812691702815053,0.4323416733800971,-2.114720516002377,-0.9347658540873042,-0.32556198212743237,-0.9747624204992887,0.7032932441179577,1.4278083991353046,-2.302098030284683,1.4981360379532833,-0.5430490067232332,-2.4931699693632683,-1.9577489925327798
9,0,anger,0,10,0.8715966846386407,0.7489828891525295,0,4.085409568240581,-5.867633655262332,0.6974013933076963,-0.3916417344339951,2.4334051803652934,-3.5634696670339983,0.9567565559479282,-1.2571488651686873,-0.4458346065757969,1.05234488454955,-1.4853045496041766,-4.450900072370645,-0.5816456767048701,-0.297736099004193,-0.22820664581406735,1.2565710888630321,-1.6552514919860617,-0.5784932376975424,0.07191862614894948,-0.14551718459440513,0.3701950204182749,-0.39223003242490445,1.2212087927929864,0.15998390756457131,1.1512054023164076,-0.8640450944787885,-1.2192097589060438,-0.17457699297105872,-0.012483465572846308,-0.8766056688506149,0.596105783224191,1.589186721924835,1.1981536071199859,-0.46288867984041987,-0.1242078579950991,0.20126836910109083,-1.8969343183058094,0.06085015051563348,-0.7936143705505456,0.7599447038740761,0.9043315961158287,-0.4591457084676628,-2.6481027130879276,-0.636127478905207,-0.8265725084727337,-0.3722165867072829,1.195685978259179,-0.3406794743766309,-0.7152763635038482,-0.06417367138168124
10,0,anger,0,11,0.5052446180897461,0.96703208634848,0,-7.414406342403239,11.927855665207082,4.751195047830403,2.1098732049656928,-4.387839907847168,9.55748802479737,-1.5958725995301368,1.774776749686001,4.510797557723338,-4.988277665745447,-2.0823036714166085,2.9235271082652146,-1.263024867906797,-5.943236624978976,0.090422123651581,-8.273533171757558,-0.24864464138297548,-2.6326236987996916,-3.6129711761044527,0.6242930689505608,1.808226820991414,-2.3249445699387183,-2.76950108790091,-2.5240460300157124,3.443307527759065,-2.4338807424509983,-1.531256958274494,1.5694339176880285,-0.2210430116053958,-3.7976414129589697,1.983874734773,0.28714031967342846,-2.06790495492679,0.09336399363198962,0.6239060916852784,-1.1113668712160036,0.34518173980691824,-3.145669607791509,-1.7100201911984796,-2.229739807967267,-2.649307538631649,1.6502611209527684,3.071790635591555,0.1956867328993986,0.48099595262709677,-4.687943425416778,2.4487133742360876,0.6666331221360496,-1.0415917190587112,-4.172806045019115
15,0,anger,0,16,0.4937045167274325,0.8775377187909037,1,4.807813996752398,-4.9293137612921765,-2.384640369211039,-4.733797586385132,2.2440823011805247,2.716545611272749,-0.8034470508647763,1.5415590787903524,2.7420466764799,2.7610435451188593,1.7409870830580154,3.053898893892006,0.6058408740223987,0.44265691311059213,-4.423810106070685,1.2297421319572366,-2.4773348984773493,-1.1506765080349497,-0.08033252642221946,2.886945727423894,-2.043410585191083,1.6697279139593069,-3.9461737530325522,-4.442747418192534,-0.6287058995857923,0.06271355876509599,2.0900265397930013,-0.3199053726725012,-2.0055693441555253,1.5410566367273812,1.5864777022955021,-1.162911839331854,1.1346043823850736,3.3539881901462953,-5.423487671374206,-0.43028453961179425,-4.833656939690384,-0.19580116759296162,-2.458297406537856,3.3411595232930984,-2.2256881398969033,1.5616086754245007,1.266198749375965,2.161877944995726,2.607816138855654,2.183959496745259,-2.46906373554236,2.251463610219366,-0.7662351276485838,2.765786161992714
16,0,anger,0,17,0.0,0.0,0,0.6365595912082215,-1.0531204473258542,3.161328512640754,-4.577764975411045,4.278324938840393,-0.9744472023155557,-6.129148141023522,4.227687422761348,1.5298158468514065,-5.224444476625595,7.204612601767922,-0.15858804522449324,1.1589260615954287,-2.307280491143824,-0.34574814033129575,-2.0079122844122876,-2.1532205815923495,-1.1963757893459053,0.4346050719467677,0.5790879952472349,2.8066030456893083,3.2438742015919257,-2.970300513364921,-2.960084845204409,1.7385639269949829,-4.2821499131968075,-4.848286019980355,8.778681488273428,1.0858792045211039,2.570895428585785,-0.49277619704716386,1.756496382658625,2.214498950589371,-0.73935509527207,1.6556572374949563,-0.7254210224868758,1.9927743355376588,4.983023038583405,2.291518771911318,-3.695482037657958,-4.390137361491546,3.7155971412376614,-3.0072629600314853,0.781606954214885,1.1763955835118358,-3.338664275391983,2.820811405169094,-3.073104965445916,2.0041353621259397,-5.080381327647696
18,0,anger,0,19,0.970339429395408,0.871335154358614,0,0.3498600815094776,-5.748475020180889,0.5890139900014187,-2.6495494670526467,-1.9089534252605267,3.9212729005567994,-4.1815961469928205,0.9706596135619213,0.5674115598200299,-0.7043451397661352,-0.26804933117537644,2.4754693881522036,2.0478445664624,-0.5495023363402998,0.6429944999490309,-2.4106124390988612,-1.0258023228621895,0.9022869065999402,-1.4549875523548155,2.1888554078279716,-0.634850197913828,-0.6854774893802198,-1.301927044174672,-1.7262111069299675,-2.581653075411695,-0.8641956918559349,-1.905511042876223,-4.865082050144379,-1.1186919924953262,0.1330815953030502,0.7986958023879533,2.6853477908669228,-0.9527170912224266,3.7663239852312627,0.9415548373913301,2.5128801509112977,1.336047351244551,-0.44660054661196535,1.3347849287190336,-3.2560227651437414,-1.6048945214101387,0.931524875422133,-0.7550214984151388,0.10044572748802441,-0.15281461438805502,-1.2925519661756912,1.1782248740899097,1.4099522117112144,2.922892108304349,0.3929573617247436
19,0,anger,0,20,-0.7960560432636005,0.8800588898373923,0,4.273708106250182,-5.472068238078594,1.3384128227412324,-2.385835194639733,0.08867461938631713,-1.7431105748133207,0.6801599002033115,-1.1553252334609276,0.34463825463411174,-0.40519459648826994,0.5030912975200647,1.612838203226141,0.9239873958436438,-0.010028839620943024,-1.066662684117234,-1.9227204336498604,0.6974983097276595,0.44634268494832235,1.3692896877127807,0.9528604319122855,3.5092225735156477,0.43937330159342974,0.06252508275318706,2.696038504766686,0.4151585486615725,-0.26174307823072257,3.2950352587207705,-1.2290520932473417,-0.47173016103951354,-0.9683557773356342,-0.07542250578896674,0.4100172229904193,1.613297846753522,0.656609644337156,-0.6914473666002863,-1.0761087702075103,0.0907555271676361,-1.352779956139189,-1.1526528707225216,-0.45757598459204807,-0.2488753834803026,0.23345208797924163,2.048913239412596,0.03765357161278174,-0.7326275819272566,0.2021069288765526,1.3879018311398696,-0.5816999882852377,0.9377066129840045,2.5726614824774776
24,0,anger,0,25,-0.92956486875455,0.951491563262075,0,1.7073568331335043,-2.9143852987482237,0.6205750184999728,0.613938734792183,-0.7047145841267681,0.9465617107328341,-1.4874215134102766,-1.4543187267715298,-1.2029187938595427,1.5628338954238554,-0.11769966028210223,2.476018642051612,-0.30497660083973005,-0.49283386036714216,-1.2891147948024997,-1.370685418374764,-1.063912639949164,1.6649175828709808,0.8673357003683514,-0.883440217318287,0.8251468962875219,-0.46089208747902705,-0.4467460417252027,0.36118275797714783,-1.913839444447611,0.3158329620827065,-1.2938711715812998,-1.147252770371744,-1.7208253854625821,1.944317628037979,1.3832567517287118,-1.142420660763332,2.2668590544944434,-0.6967606650527443,0.6236376456738417,0.7828048639793692,-0.6052994757735495,-2.4872526001275386,-0.02113877318538133,0.24992909316942602,-0.9419724085486605,-0.3551873113585535,-0.5953912222386073,1.435568923241061,1.7593956955312933,-0.03989990466506545,-2.0033658824542573,0.34705067358485603,0.42694706869518856,1.368414003306564
25,0,anger,0,26,-0.2102861486729192,0.7475890993412792,1,0.2607816672916808,2.745146998119364,4.175886571102653,0.8011788234826681,-2.316779146000888,3.89761747349008,-2.937630353322903,-3.631001132395624,1.4474607977605056,-0.30610104392717663,-2.5190515386182684,2.3759344490733176,-1.4311055596280045,-2.805424081934278,0.8957795641787325,-2.0071560956372725,0.5865876446163092,-0.605292708865348,3.4882785203909803,1.0770844551221774,-0.653709503149332,-0.3136279438497625,0.26715332798022867,-0.33428611861960644,0.5345396382993756,0.40253187866938644,-1.4651531987392807,-0.7992736616469174,0.4694961165970301,0.25085727292503635,0.20516668604133326,1.4285658520973181,0.27581765202150166,-0.8658237645586294,-1.7800762176684795,0.24066563625234957,0.09992914148049334,-2.7553651978275964,1.769052870053532,0.9893903036740346,1.7416883858800427,0.4953439948092265,1.8244930588705515,0.6470734713521432,1.4371517968836125,-0.5085419619643148,-0.9181895919936265,0.42344933986397965,1.4634416896327727,0.5282659383398416
30,0,anger,0,31,0.0,0.0,1,-3.6312908688979673,-2.7732976014652655,-2.7013787711738892,-2.2448879529941363,-2.1314831407505834,-1.324876707916562,1.5811726183728152,1.0451985626223632,0.2265995140938716,2.878645259364919,0.7248417860486578,0.7460266120800427,-4.014006602845445,2.304518844250848,3.141435111361993,-2.068465793233732,-5.19236095393023,5.894054079905652,-3.280338561500491,0.4398534696635081,-3.584569039648004,-0.9377552277023239,-0.002256545587378294,-5.6241296598791175,2.3321587099031467,1.0596620509659134,0.4957738668432115,3.2891919164206356,-1.599969418789192,1.9842403197649592,-0.2542816019657224,-2.2161031913526683,-1.6395517427634407,1.1374876605026107,0.2581141967128088,2.2725236740490433,6.074580323558866,-0.11257952993074859,2.9057477774373215,3.7497576187630823,-2.860680487276311,0.29046801649892506,1.7422024358006813,-2.5964779484407674,-0.8131999656271394,-0.9334802533330665,1.3919443441457497,1.7955696244090238,-0.01915945595383632,1.4794540747222902
33,0,anger,0,34,0.0,0.0,0,1.5139320577708593,-1.1916200480314163,-6.83729925294791,-6.402249998937929,-11.27239972348978,1.0366619816282583,3.6003046287867164,6.638347605290704,0.6765523913134281,-1.2170420895415943,-7.289621596373104,-3.313387072231462,3.6160249892888663,2.585233843763081,0.7892618101517453,5.316660343726452,5.814485801572022,6.459034874971433,-2.6933703260552324,0.050686743813361204,-0.7097927084580499,0.2119613481196488,-3.955164021607601,2.2494788458495205,2.9124438726834563,-1.530292961177258,1.6478494418176926,4.140817769083374,3.1052094821022127,-2.915545531005086,0.5951017113729602,-3.8091279127021447,1.8477096482507327,0.3284416793209084,-3.176891436907989,-3.111048776409524,3.256629528770485,-3.795073456496029,2.567539028709,-3.265310436753274,0.7210329060891254,-0.12472180372616246,1.7025938067745987,-0.2839381298433965,0.9457209007298083,3.6635435300411716,4.496660650233633,0.4408288796655622,-3.458966448173142,4.642059543765184
