Unnamed: 0,sarcasm_label,emotion_label,sentiment_label,id,sentence_level_similarity_emotion,sentence_level_similarity_word,exclamation,PCA_MFCC_1,PCA_MFCC_2,PCA_MFCC_3,PCA_MFCC_4,PCA_MFCC_5,PCA_MFCC_6,PCA_MFCC_7,PCA_MFCC_8,PCA_W2V_1,PCA_W2V_2,PCA_W2V_3,PCA_W2V_4,PCA_W2V_5,PCA_W2V_6,PCA_W2V_7,PCA_W2V_8,PCA_W2V_9,PCA_W2V_10,PCA_W2V_11,PCA_W2V_12,PCA_W2V_13,PCA_W2V_14,PCA_W2V_15,PCA_W2V_16,PCA_W2V_17,PCA_W2V_18,PCA_W2V_19,PCA_W2V_20,PCA_W2V_21,PCA_W2V_22,PCA_W2V_23,PCA_W2V_24,PCA_W2V_25,PCA_W2V_26,PCA_W2V_27,PCA_W2V_28,PCA_W2V_29,PCA_W2V_30,PCA_W2V_31,PCA_W2V_32,PCA_W2V_33,PCA_W2V_34,PCA_W2V_35,PCA_W2V_36,PCA_W2V_37,PCA_W2V_38,PCA_W2V_39,PCA_W2V_40,PCA_W2V_41,PCA_W2V_42,PCA_W2V_43,PCA_W2V_44,PCA_W2V_45,PCA_W2V_46,PCA_W2V_47,PCA_W2V_48,PCA_W2V_49,PCA_W2V_50,spectral_centroid,spectral_bandwidth,pitch,energy,loudness,mfccs_1,mfccs_2,mfccs_3,mfccs_4,mfccs_5,mfccs_6,mfccs_7,mfccs_8,mfccs_9,mfccs_10,mfccs_11,mfccs_12,mfccs_13
6,0,anger,0,7,0.4180894854585909,0.9255489442650184,0,-1.2461339777063625,-0.4686903641484245,0.3917945938399369,-0.95480578477888,1.1736256507512592,-0.2694409424872392,0.8987825772014154,-1.469514623065831,-4.246305661584945,8.633175925207482,-6.589389410583146,1.3032129948652422,-5.817404507899582,-3.928312440706208,-0.7490711930444367,-2.4937852393140845,-0.1793191263887133,-1.5813064129833163,3.0205559504771147,1.0815597430662434,1.000362918537546,3.989580044121856,1.204821928294324,-1.2325984238651198,-0.8631338923901783,0.3583722298185424,-0.6303402657417796,0.2318558943371438,0.2740611642681682,1.307833303958021,1.5498122957039346,-3.1260676334067425,1.0971322649547044,-0.0750217124103686,0.3258411348963462,1.1245138888274888,0.6910247945756759,-0.2184337108179113,2.923004656446619,-1.6179202176224736,1.3226413364576224,0.3762600487146324,1.332572455351433,0.6139418212289616,-0.0533951602008435,1.781269170281523,0.4323416733800992,2.11472051600238,-0.9347658540872542,0.3255619821274652,-0.9747624204993108,0.7032932441179428,-1.4278083991352708,2.3020980302846774,1.4981360379532709,-0.5430490067232434,-2.4931699693632288,-1.9577489925328404,3548.516203394649,3020.359135486398,1704.3306884765625,0.0003938518425411,0.0146139115,-530.7401123046875,101.8827667236328,-37.854305267333984,30.3054141998291,2.365727424621582,-2.629784107208252,-16.68279457092285,-9.90865421295166,1.4634699821472168,-8.671069145202637,-11.490436553955078,-4.148839473724365,-2.936992883682251
9,0,anger,0,10,0.8715966846386407,0.7489828891525295,0,-2.046230718900499,1.1050217276582124,-1.3934958939134303,0.3077101564187629,-0.2873972223827649,-1.1580234895405823,0.5135240935613354,-0.3289367385670268,-4.085409568240536,-5.867633655262371,-0.6974013933076844,-0.3916417344339769,-2.4334051803653827,3.563469667033953,-0.9567565559479144,-1.257148865168678,0.4458346065757759,1.052344884549571,1.4853045496039008,4.450900072370742,-0.5816456767047713,0.2977360990042099,-0.2282066458141019,-1.25657108886301,1.6552514919860737,0.5784932376975345,0.0719186261489368,0.1455171845944005,0.3701950204182656,0.3922300324249251,-1.221208792792984,0.159983907564478,-1.151205402316412,0.8640450944788097,-1.21920975890604,-0.1745769929710571,-0.0124834655728078,0.876605668850625,-0.5961057832241277,1.589186721924852,1.1981536071199912,0.4628886798404223,0.1242078579950463,0.2012683691010731,1.8969343183058,-0.0608501505156347,-0.7936143705505676,-0.7599447038741063,0.9043315961158236,0.4591457084676584,-2.6481027130879,-0.6361274789052512,0.826572508472754,0.3722165867072745,1.1956859782591849,-0.3406794743766257,-0.7152763635038233,-0.0641736713817486,2911.68756969529,2322.779411465876,1475.9005126953125,9.820674464464404e-05,0.007416338,-581.053466796875,113.1513442993164,-24.575721740722656,5.756829738616943,-9.586088180541992,-8.748327255249023,-14.364667892456056,-1.833725094795227,-3.109452724456787,-15.770356178283691,0.641625165939331,0.2761499285697937,-2.449172019958496
10,0,anger,0,11,0.5052446180897461,0.96703208634848,0,-1.2285319176418084,0.0922992769645619,0.6588021826850583,0.5065793974343646,-0.1793470807752687,-1.221849487385814,-0.2134238233983181,-0.6238041123562883,7.414406342403146,11.92785566520714,-4.7511950478304215,2.1098732049656435,4.387839907847402,-9.557488024797292,1.5958725995301193,1.7747767496859654,-4.510797557723331,-4.988277665745484,2.0823036714167302,-2.923527108265045,-1.2630248679068865,5.943236624978896,0.0904221236516181,8.273533171757585,0.248644641382898,2.632623698799662,-3.6129711761045247,-0.6242930689505104,1.8082268209913857,2.324944569938646,2.769501087900954,-2.524046030015981,-3.443307527758823,2.4338807424511053,-1.53125695827446,1.5694339176879832,-0.2210430116054069,3.797641412958961,-1.983874734773056,0.287140319673454,-2.067904954926799,-0.0933639936320651,-0.6239060916852699,-1.11136687121597,-0.3451817398069308,3.1456696077915223,-1.710020191198454,2.229739807967349,-2.6493075386315974,-1.650261120952793,3.071790635591531,0.195686732899458,-0.4809959526270848,4.68794342541679,2.448713374236056,0.6666331221360675,-1.0415917190587232,-4.172806045019088,3113.8801208371297,2551.937528889306,1852.40869140625,0.0002169570851896,0.010425482,-584.8143310546875,78.5090103149414,-19.82782745361328,25.86286354064941,-11.2525053024292,-17.909347534179688,-9.436285972595217,-4.063121318817139,-0.66782546043396,-7.981872081756592,-6.807879447937012,-2.6427605152130127,-7.538342952728271
15,0,anger,0,16,0.4937045167274325,0.8775377187909037,1,-0.9277936574394084,-0.96962203264799,-1.8298351098530483,1.2321579117017,0.3573628899206149,0.6893760245057383,1.2380098494750869,0.2422495402359516,-4.807813996752359,-4.929313761292218,2.3846403692110343,-4.733797586385134,-2.24408230118047,-2.716545611272791,0.803447050864775,1.541559078790327,-2.7420466764798896,2.761043545118842,-1.7409870830577985,-3.053898893892152,0.6058408740223705,-0.4426569131106759,-4.423810106070728,-1.2297421319571264,2.4773348984773453,1.1506765080349388,-0.0803325264222653,-2.8869457274238632,-2.043410585191064,-1.6697279139594023,3.94617375303252,-4.44274741819247,0.6287058995861512,-0.0627135587650482,2.090026539793054,-0.3199053726725982,-2.0055693441555538,-1.5410566367273475,-1.5864777022954506,-1.162911839331746,1.1346043823851333,-3.353988190145866,5.423487671374482,-0.4302845396117468,4.833656939690388,0.1958011675929055,-2.458297406537872,-3.3411595232930047,-2.2256881398970245,-1.5616086754245797,1.2661987493759064,2.1618779449957146,-2.6078161388556635,-2.1839594967452363,-2.4690637355424587,2.251463610219327,-0.7662351276486834,2.765786161992702,2620.976108125162,2432.6099319567093,1627.0909423828125,0.0003583032012467,0.013730361,-515.391357421875,133.11509704589844,-23.50144386291504,24.976673126220703,1.407435178756714,3.3693222999572754,-3.005549192428589,-10.829325675964355,-12.289027214050291,-12.778964042663574,-0.0046858107671141,-2.8049395084381104,-6.637298583984375
16,0,anger,0,17,0.0,0.0,0,1.9578721018163308,1.553208390248754,-0.7026542525395397,0.1772892530681185,-0.3726675896481352,-0.842364723207936,-0.6573173893396049,-0.3876357308130027,-0.6365595912082133,-1.053120447325861,-3.1613285126407527,-4.5777649754110366,-4.278324938840414,0.9744472023154578,6.129148141023511,4.2276874227613455,-1.5298158468513892,-5.224444476625541,-7.20461260176796,0.1585880452240333,1.158926061595515,2.307280491143764,-0.3457481403313069,2.007912284412336,2.153220581592357,1.1963757893459055,0.4346050719467259,-0.5790879952472594,2.8066030456893567,-3.2438742015919644,2.9703005133648164,-2.9600848452045536,-1.7385639269947148,4.282149913196856,-4.848286019980357,8.778681488273495,1.085879204520538,-2.570895428585782,0.4927761970472669,1.7564963826585198,2.214498950589354,0.7393550952719761,-1.6556572374950402,-0.7254210224869111,-1.9927743355376688,-4.983023038583362,2.2915187719113894,3.695482037658128,-4.390137361491334,-3.715597141237689,-3.0072629600315715,0.7816069542149456,-1.1763955835118192,3.3386642753919533,2.820811405169246,-3.0731049654458404,2.0041353621260902,-5.080381327647647,3364.44966547827,3241.8798920182057,1558.0977783203125,0.0002145154071964,0.009002645,-607.9261474609375,79.73310852050781,-10.696188926696776,30.826929092407227,5.345543384552002,-3.643429756164551,6.238380432128906,7.057529926300049,2.167821884155273,-3.3958961963653564,0.5713916420936584,1.5285265445709229,0.5148453712463379
18,0,anger,0,19,0.970339429395408,0.871335154358614,0,-1.957237985169832,0.10025044392721,-0.5422584148469665,1.1212810965780675,-1.0490575850193953,-0.7051214327457295,-0.5209999118099624,-0.6173142475743407,-0.3498600815094294,-5.7484750201808925,-0.5890139900014244,-2.6495494670526663,1.908953425260616,-3.921272900556761,4.181596146992803,0.9706596135619232,-0.5674115598200179,-0.7043451397661806,0.2680493311755609,-2.4754693881522325,2.047844566462339,0.5495023363402638,0.6429944999490245,2.410612439098873,1.0258023228621738,-0.9022869065999688,-1.4549875523548153,-2.188855407827937,-0.6348501979138406,0.6854774893801998,1.3019270441747253,-1.7262111069297634,2.5816530754118467,0.8641956918558659,-1.9055110428762352,-4.865082050144419,-1.11869199249508,-0.1330815953030229,-0.7986958023878242,2.685347790866947,-0.9527170912224102,-3.7663239852313497,-0.941554837391105,2.5128801509113434,-1.3360473512445123,0.446600546611946,1.3347849287190685,3.256022765143753,-1.6048945214100172,-0.9315248754221164,-0.7550214984151825,0.1004457274880652,0.1528146143880696,1.2925519661757274,1.1782248740899233,1.4099522117112764,2.9228921083042967,0.392957361724864,3720.654738425303,2869.710471732772,1824.0667724609373,0.0001591011578752,0.009048348,-588.3353881835938,74.10443115234375,-33.25398635864258,12.126901626586914,-8.252927780151367,-9.91713047027588,-11.21838092803955,1.770206093788147,-9.1095609664917,-14.453010559082031,-3.499341487884521,-3.3351821899414062,-6.832525253295898
19,0,anger,0,20,-0.7960560432636005,0.8800588898373923,0,-0.974538240441452,0.2195357598132595,-0.29865817834278,0.7038109115217099,1.015582691209049,2.172991507660541,-0.9744628447672264,1.043229957585595,-4.273708106250139,-5.472068238078634,-1.3384128227412302,-2.3858351946397285,-0.0886746193863678,1.7431105748133318,-0.6801599002033059,-1.1553252334609343,-0.3446382546340964,-0.4051945964882911,-0.5030912975199496,-1.6128382032261903,0.9239873958436118,0.0100288396208997,-1.0666626841171984,1.9227204336498709,-0.6974983097276978,-0.4463426849482885,1.36928968771275,-0.9528604319123108,3.509222573515649,-0.4393733015934206,-0.0625250827532281,2.696038504766671,-0.4151585486617348,0.2617430782307359,3.2950352587207563,-1.2290520932473592,-0.4717301610393987,0.9683557773356664,0.0754225057889848,0.4100172229904102,1.6132978467535362,-0.6566096443371053,0.6914473666003422,-1.0761087702074674,-0.0907555271676415,1.3527799561392038,-1.1526528707225094,0.4575759845920721,-0.2488753834803122,-0.2334520879792513,2.0489132394126024,0.0376535716127984,0.7326275819272381,-0.202106928876554,1.3879018311399025,-0.5816999882851971,0.937706612983953,2.572661482477512,4668.807976521638,2758.341800668073,1811.7418212890625,0.0005351181994093,0.014888265,-575.9402465820312,73.25940704345703,-39.77913284301758,31.616718292236328,-13.907485961914062,-1.2624778747558594,-7.972580432891846,-14.690858840942385,-12.539085388183594,3.866774320602417,1.769222855567932,-7.667534351348877,-2.27827787399292
24,0,anger,0,25,-0.92956486875455,0.951491563262075,0,-0.2537067281898806,-1.939075389292142,1.0871286534598483,0.5215509928567026,1.424546865291788,-0.0572188228388757,-0.1166282378533766,-0.625253276931948,-1.70735683313348,-2.914385298748238,-0.6205750184999754,0.6139387347921774,0.7047145841267912,-0.9465617107328193,1.4874215134102755,-1.4543187267715143,1.2029187938595602,1.562833895423839,0.1176996602822807,-2.476018642051594,-0.3049766008397656,0.4928338603671044,-1.2891147948025026,1.370685418374817,1.063912639949134,-1.66491758287096,0.8673357003683831,0.8834402173182956,0.8251468962875322,0.4608920874790168,0.4467460417252085,0.361182757977285,1.9138394444475464,-0.3158329620827733,-1.2938711715813032,-1.14725277037184,-1.720825385462601,-1.944317628037966,-1.3832567517287029,-1.142420660763246,2.266859054494446,0.6967606650527225,-0.6236376456738755,0.7828048639794083,0.6052994757735484,2.4872526001275306,-0.0211387731854212,-0.2499290931694375,-0.9419724085486838,0.3551873113585642,-0.595391222238649,1.4355689232410436,-1.7593956955312913,0.0398999046650749,-2.003365882454261,0.3470506735848028,0.4269470686951594,1.3684140033065808,3007.539308484113,2115.8451942226834,1697.65185546875,0.0012330049614246,0.02677908,-481.1568603515625,92.242431640625,-16.560699462890625,16.005451202392578,0.546439528465271,8.621122360229492,-9.496074676513672,-4.428470611572266,-2.2512989044189453,-2.6114425659179688,-11.972354888916016,-14.708157539367676,-9.963346481323242
25,0,anger,0,26,-0.2102861486729192,0.7475890993412792,1,-1.01516849375431,-2.5295801506719124,1.3013964044388648,-0.5980637121624528,-0.3988059589576673,0.675081494906475,-0.0096008314730387,0.7522510388972361,-0.2607816672916994,2.745146998119361,-4.175886571102655,0.8011788234826432,2.316779146000976,-3.897617473490033,2.937630353322901,-3.6310011323956273,-1.4474607977604697,-0.3061010439271994,2.5190515386183927,-2.3759344490731245,-1.4311055596280746,2.805424081934289,0.8957795641787163,2.007156095637283,-0.5865876446163197,0.605292708865413,3.4882785203909576,-1.0770844551222032,-0.6537095031493261,0.3136279438497612,-0.2671533279802011,-0.3342861186196594,-0.5345396382993847,-0.402531878669377,-1.4651531987392796,-0.7992736616468884,0.4694961165970917,-0.2508572729250374,-0.2051666860412796,1.4285658520973574,0.2758176520215072,0.8658237645587328,1.7800762176683986,0.2406656362524093,-0.0999291414804948,2.755365197827597,1.769052870053509,-0.9893903036741364,1.741688385879991,-0.4953439948091624,1.8244930588705517,0.6470734713521751,-1.4371517968836474,0.5085419619643239,-0.9181895919936192,0.4234493398639686,1.4634416896327491,0.5282659383398832,3881.86821583378,3574.5501030580485,1588.8843994140625,6.800471763512131e-05,0.0051599564,-655.7412719726562,70.825927734375,-0.9946067929267884,14.509636878967283,7.080230236053467,3.049299478530884,-7.612104415893555,-17.81315803527832,-9.525474548339844,-8.853540420532227,-13.13388442993164,-9.682137489318848,-8.340214729309082
30,0,anger,0,31,0.0,0.0,1,0.9251067555250896,1.159549672779124,-1.5093014700314251,-0.123709275580812,1.4231885608233297,-1.3084004466224382,-0.0527660327658785,0.3520015537933246,3.6312908688979895,-2.773297601465238,2.7013787711738906,-2.244887952994132,2.1314831407505515,1.3248767079166175,-1.5811726183728254,1.0451985626223594,-0.2265995140938895,2.878645259364984,-0.7248417860486479,-0.7460266120799847,-4.014006602845425,-2.304518844250788,3.1414351113619894,2.0684657932337736,5.192360953930191,-5.894054079905734,-3.28033856150036,-0.4398534696634565,-3.5845690396480325,0.9377552277023584,0.0022565455874088,-5.624129659879324,-2.33215870990272,-1.0596620509658194,0.4957738668432953,3.289191916420509,-1.599969418789434,-1.9842403197649212,0.2542816019656644,-2.216103191352696,-1.6395517427634485,-1.1374876605026365,-0.2581141967127538,2.2725236740490664,-6.074580323558843,0.1125795299306373,2.905747777437321,-3.749757618763006,-2.8606804872764022,-0.2904680164990381,1.742202435800693,-2.596477948440788,0.813199965627077,0.9334802533330662,1.3919443441456938,1.7955696244090582,-0.0191594559539126,1.479454074722272,2561.8965736337423,2080.4007036592725,1513.055419921875,0.0002530934665346,0.012560165,-545.6834716796875,123.49811553955078,-16.529760360717773,23.73465156555176,18.85312843322754,-8.21497631072998,-3.674456834793091,5.147218227386475,-2.810568332672119,-3.571326494216919,-0.1347988247871399,-2.4880735874176025,5.785325050354004
