Unnamed: 0,sarcasm_label,emotion_label,sentiment_label,id,sentence_level_similarity_emotion,sentence_level_similarity_word,exclamation,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15,PCA_16,PCA_17,PCA_18,PCA_19,PCA_20,PCA_21,PCA_22,PCA_23,PCA_24,PCA_25,PCA_26,PCA_27,PCA_28,PCA_29,PCA_30,PCA_31,PCA_32,PCA_33,PCA_34,PCA_35,PCA_36,PCA_37,PCA_38,PCA_39,PCA_40,PCA_41,PCA_42,PCA_43,PCA_44,PCA_45,PCA_46,PCA_47,PCA_48,PCA_49,PCA_50,PCA_51,PCA_52,PCA_53,PCA_54,PCA_55,PCA_56,PCA_57,PCA_58,PCA_59,PCA_60,spectral_centroid,spectral_bandwidth,pitch,energy,loudness,mfccs_1,mfccs_2,mfccs_3,mfccs_4,mfccs_5,mfccs_6,mfccs_7,mfccs_8,mfccs_9,mfccs_10,mfccs_11,mfccs_12,mfccs_13
0,0,anger,0,1,0.0,0.0,0,-4.560274791110705,9.361765967404956,1.94445864420865,2.4508555642569023,-3.9167636060829016,4.590453450923831,-2.078418102086526,1.8658128896822463,4.145316049445388,-0.6687970702731372,4.62384747338341,3.82822133180513,-0.0731858539567965,0.985570075666464,-0.4821675601074797,-4.012476278978056,-7.445666116028689,-0.9286703166053611,-0.7468397953044437,-5.62182054164142,-0.5145532520800178,-2.458610312736271,-2.353004479177581,0.8898415623294432,2.782618750258571,-2.439978901031562,1.5368198052818824,2.7655733843902284,-3.175938388085828,-6.651464015167706,6.187430534853174,2.3565140705299994,0.1745571787296175,0.7915781373369666,0.9488747615241664,-0.3140003698476187,-5.035495092199288,-1.6975811714130769,-0.3356563963986189,2.304473425216191,-3.5520629586381345,5.118295941233315,-1.84782814567614,2.645640562656693,-0.6275580744700767,-1.473411527795788,2.53627912688963,1.6843779639777312,0.9880931097772654,-0.7202072965252218,1.4726403415861995,0.336616782003221,1.8686664601997367,0.043701265462488,-1.4231814341044415,1.9294815212084155,-1.0043802432516853,1.9741901158837207,1.8244954877614656,2.3878948004077425,3194.0611551900697,2498.073257786857,1724.7587890625,0.0001689450121894,0.00973745,-581.4388427734375,103.19503021240234,-34.15917205810547,-0.6966552734375,-8.942310333251953,-9.98560905456543,-6.722594738006592,-6.088647365570068,-12.38152027130127,-7.555904865264893,-1.5830944776535034,-0.9082651734352112,0.0764747560024261
1,0,anger,0,2,0.0,0.0,0,1.8820240823759864,-10.278301908484645,-1.9934010630887613,-1.5174884189984794,-4.787234139894343,-3.978986086502425,-1.3203963027615873,-3.097504029598211,-3.531905979829089,-2.6363085856535955,-0.3870472676338523,-3.216631353262493,-3.665396106388216,4.84721852319284,-1.920319166270932,-3.0558723849206624,-1.7608172554103616,2.7573113027656424,-1.8975802849843888,-3.4511958305245574,0.846441532230418,-1.2529965814948805,1.582352527243582,-5.095856229580464,1.5162968200326925,-3.637537220055,0.7711128436538341,-0.6671638903196841,-1.7498363364940688,4.1312840132854864,0.2708795711653683,-3.3233963852859447,2.5054815377837403,-1.13747156722687,1.0402164340739442,-3.26883485230298,-1.974687582279432,4.078871383482033,5.590958483202236,1.4210762768721814,4.939676932551221,-1.5884011936390083,-7.0506022168680165,-2.388980967271062,2.966789714963673,-2.565768586550972,7.622129693792162,4.549862165755117,0.7992744072939335,2.308119645134495,1.281629882997348,-0.7206279688600432,2.566914336358374,1.7577268199738492,0.5697125735483326,6.261857165925568,4.596569848720907,-4.696907578286106,1.2467865442438095,-0.1033652407561228,3207.4308271531536,2460.578686695224,1596.321533203125,0.0004811933918425,0.01774681,-519.671630859375,99.21368408203124,-31.40470695495605,30.88239479064941,-4.019679546356201,1.883116364479065,-17.866735458374023,-3.908888101577759,-3.751518249511719,-10.702564239501951,4.395909786224365,-10.53669548034668,-3.936949014663696
2,0,anger,0,3,0.4398652948397188,0.913640330054312,0,3.933007011739266,-1.1026358449231344,2.70482075174903,-2.182337255271394,-0.7129210181155576,0.1794244333546236,-5.602650876142875,3.166305836773068,-1.417741458578602,-2.035536032109236,2.0541216961700446,-0.3251295784808637,-0.5415945130212501,-4.639552800419294,-1.5226291188892986,-1.484267063252897,-0.6046173266748003,1.7725088092034058,3.142043794105475,0.4179124618125999,0.6489277184059264,2.082909287038601,4.400901983079754,2.374856160023408,-0.1819620159381733,-0.413642733003364,-3.2100424489863566,-0.3021901322254797,-0.9323329625443196,1.2703598378882497,5.784958080669012,-0.6262062721935489,-1.0328160444296215,-0.8956133547355568,-0.0544898296721568,-2.868941002029393,-1.3868036593831763,1.113936440532432,4.132334194364923,2.2621150813018622,8.510312937401476,-3.439162600471187,2.7118613827838938,-1.8608995211167456,2.80948127758788,-0.7452578538992033,-0.440369929333677,0.4222299415711159,1.0751324442423131,0.1539659210925879,2.1319937319499824,-0.0010586779105492,1.634434994017623,1.1520779054855608,2.0428821629152307,0.0947968251064399,-3.0346441979168115,1.285415186350914,-1.0605544980686148,-0.5859847286865918,3189.1657364823373,2348.431343255982,2021.3489990234373,0.0001648619237292,0.009493501,-604.3026733398438,90.88034057617188,-34.52025604248047,32.325927734375,5.849225044250488,-11.916833877563477,-12.0526762008667,-5.394704341888428,-2.7602670192718506,-19.72931861877441,-6.80148983001709,1.375306487083435,-4.763419151306152
3,0,anger,0,4,0.009295023797137,0.9200261235687656,1,0.994384030181101,1.0817016153166354,-2.105955369636068,-1.9869564604085896,-3.5110372881977225,2.133800013063329,0.9408168461078804,2.201763083235778,2.741481757097265,1.001466866477422,0.6689670584478123,0.8707877403237679,0.3605180229412366,1.2328885879139182,0.0902543261461631,1.203229929486548,3.546730445725888,-1.3447777489512192,-0.896995342928396,2.012475038783069,-1.0274640169793534,-0.8697674392513092,-2.3874217479624407,1.9846620398176125,-3.8438265866419337,-0.4339311528448908,-1.3916868637185564,3.551326311624664,-1.8542263677283344,-3.608917086409537,-0.3383809133945515,4.718849672358677,-0.8289262222694277,-1.3803014160486204,-0.139289138810922,0.4927178078385935,-4.743646350406823,1.764750164962815,2.2616333549987595,-0.1507214253796117,0.0492649722825183,1.8063903313189444,1.850863046918447,-0.2058252857103074,0.9563260101111172,4.753017865172743,1.083548185578986,-0.7796450874361648,0.0560544839951775,-2.300848883726484,0.1302344074615272,2.3557791407468227,1.1101466691213704,3.1338577436036403,2.0905464911296887,2.0066312567460787,0.3905038532641163,-0.1077929546849465,0.4068822418716808,0.4975910441530442,4078.493478875405,3491.3451313282594,1616.683837890625,0.0001805808139581,0.008689025,-593.0642700195312,92.73889923095705,-22.86328125,0.7631234526634216,-5.8455095291137695,-2.33053994178772,-7.007517814636231,-4.01129150390625,-3.34678053855896,-7.034706592559815,-0.2510974407196045,0.2791947722434997,-0.9026728272438048
4,0,anger,0,5,0.0,0.0,1,3.942157367606261,-0.3541753715905659,1.530679398507077,0.8785978780688126,2.0386059810692045,0.7309303635593276,1.480500018891167,-1.3709207893155488,0.0677218890033189,-0.6852912669230485,1.5112130354740203,0.166774910582404,-0.4192321579745826,1.2160947290075774,-0.8975759782406981,2.62228874319798,0.1819979160877507,-0.623916827595312,-1.3989162041994292,0.5515611448978449,0.8469247725194018,-0.8179077481770817,-2.2262469018723454,0.9265645141899574,-0.0786080548454873,-1.621313229465558,0.922274369113214,2.6180672351409453,0.3037882025207906,-1.119420431691039,1.9371219826956256,-0.7514753253388949,1.435616431832067,-0.2663967426231022,-0.9144410245102365,-0.3229964223957441,0.2465310782437716,-1.0491353753387194,-1.5013039948499531,-1.108245091430284,-1.8023022944638791,1.723634766572632,0.4143372590115168,0.4817764545872562,1.354509951666511,1.913397575642083,0.963443221306834,1.6229065720905664,-0.7826501123159435,-2.014743116946032,-0.0523862982897212,1.1150484899110475,1.1026519943160875,2.283435775561329,-1.4203741357797417,0.9748107139790902,-0.2344879591547638,0.0760372495921944,1.1084359794561112,1.368058998238056,3678.133007060202,2459.1922757915145,1724.6781005859375,0.0011072567405179,0.02461613,-523.6166381835938,77.15715789794922,-10.64750862121582,25.155961990356445,-0.1807881891727447,5.02746057510376,-7.410804748535156,-8.471724510192871,-2.567750930786133,-6.176375865936279,-2.0006844997406006,-5.672809600830078,-10.50929069519043
5,0,anger,0,6,0.0,0.0,0,3.731253007453269,4.589672267811495,3.385135661438789,-4.539962204213804,5.465961734147795,5.11587324267203,-5.275081530847165,-0.2492782218908536,1.9711152248086965,2.6676753179101853,0.7678698345210109,1.5607139682928362,4.462900341608785,-1.1455811216947098,-1.8391440169143591,0.2168314104841211,2.0916517615589463,-1.6202115289960652,1.6238120546705883,3.09621074816909,0.5689787457691802,0.998582357023457,-2.211630688530734,-0.5447353002215084,2.0574838121418164,-3.845661485460137,-1.0087678166374612,-4.096675177568816,-0.2590693973274435,2.475539737308185,-1.1503725380680063,0.1967080171048749,2.7911143067788218,-0.0229465486166457,-0.9039799565108564,5.722111405740892,-0.4823614709326764,2.866035761129482,1.6930732518464906,0.1112928977566843,-3.4345687883760845,-2.528828769570835,-1.359591181693956,-2.994704236231444,3.5323893775129367,-1.4578660284184584,1.4350882647045953,1.1132747369288636,-1.6018987137321574,1.524819484430474,-2.5186218530642024,-1.4662728208289952,1.1767251030876122,-3.675851592667984,-0.4800013939555806,-0.3004041458047242,-1.3723041801739349,-1.6251879593176926,-1.3919036004214416,-1.1471924710975412,2709.7858305151376,2648.454422457185,1870.395263671875,0.0002839630850492,0.012895289,-567.1749877929688,105.07672119140624,-40.51948547363281,37.48192596435547,18.05914306640625,6.791954040527344,5.524779319763184,-3.8128297328948975,-14.321099281311035,3.972026824951172,6.640620231628418,-15.062748908996582,-4.131800651550293
7,0,anger,0,8,0.0,0.0,0,10.016559466507225,-2.4435281610358044,3.114391564890969,-5.305038435065359,1.1653234085345117,-2.737267895311526,-0.5985677543111663,-0.007595722490406,3.726838705026538,-3.051231477595645,0.618445098437516,0.8268997539840593,-0.991927229333774,-0.3161568164212786,-0.4254836876531461,2.2876628750826424,-0.2786622651581828,0.6865902783987335,2.2522334517844977,1.230798814427052,1.9051022749039184,1.762432916861545,1.692608935353596,-1.7011272763578826,1.83548098322311,-0.7806267981112777,3.1732847176290355,0.9386732266252926,-0.5542672877094923,-0.7623177616884838,-0.1495203248076845,0.1636915482297594,2.021036834575383,-3.0817779847513105,-2.948187861198391,-0.8532629389167329,0.3312927121941362,-1.5456484877046957,-0.8979094451952296,0.7668685304338736,-2.77170705297295,-0.9443194059848912,0.056970509614728,3.498786789319159,2.421907981841553,-2.763647669754874,-2.5644330177329544,3.1670058559690872,-0.8606926814065456,2.567282858215116,-0.0918338247115565,-0.3935217279804422,0.4275567478952795,0.1045338758137648,1.398504293028577,-2.0989632260498308,0.7795841591054654,-3.967367181627096,-1.0311577574377495,-2.185655183310899,3324.058362149941,2568.667122999268,2270.0673828125,0.0001974441986315,0.011037465,-559.69189453125,68.79371643066406,-30.10708808898925,26.058008193969727,-25.57126808166504,-2.8527183532714844,-10.65876293182373,-12.39635944366455,-4.4068756103515625,-16.884174346923828,-10.132650375366213,-3.488253593444824,-4.976715564727783
8,0,anger,0,9,0.8008386592621901,0.3572839547376947,1,-9.09966886198051,7.044679343143742,-1.293377317343618,-1.6993570148022423,1.7496787358707413,1.796908725814033,4.474064291600974,-2.115652069568206,8.004533017766557,-2.530307800727545,2.675412674376116,1.872860950693629,-0.7369022903384432,0.6245436554074126,0.8412509155445396,-9.083808849053655,-3.602918292086174,-5.911995308155707,-3.923265604656712,-5.241474267233947,-9.015086655594091,-3.693703319061036,1.3448363752903016,5.453420450106655,6.130438424815349,3.323074858032498,-1.82519662410261,2.892432100823592,-2.837042943124622,-8.514131442338162,6.703753627350481,0.7218680138322209,-2.5615927527892195,5.044735543413276,-1.4842848634423629,1.3426786430250746,-1.674191552167938,4.493764807083092,-0.2603459540338139,4.809003820828413,-1.273254006357953,1.5656518598153408,-5.321919867332963,4.943206219157991,7.360169819257042,-3.9096702488179536,-0.6946112410386479,2.3657963703022697,0.8331772461247522,-1.4344684868795792,2.9775045034760903,1.1226250756881315,-1.600722641484092,-3.609347782441659,1.5470767281452722,0.5675189257925494,-3.210792614129033,5.3846897899620885,-0.6062095908660715,4.329470905043007,3849.877505488523,3126.1519311993497,1869.94384765625,0.000144928939564,0.007848676,-616.235107421875,68.93260192871094,-19.223512649536133,28.420459747314453,0.9616978168487548,0.5123928785324097,-10.55528450012207,0.8062100410461426,-5.369518756866455,-2.0674188137054443,2.2010951042175293,-0.7018275856971741,-2.310302257537842
11,0,anger,0,12,-0.7567973922168312,0.9327698397313235,0,0.6779134255486341,10.530644126721889,0.9959779166659032,0.5121112727340225,2.263236986595855,0.464488391607276,-0.4441384031428329,-3.7206905704136735,0.7133816424596869,-1.3957415443321628,-2.20967675725197,0.5537186248226793,-3.489030250846364,-3.654194278499842,3.6860498183253054,1.8014371028000995,-1.6633336665393048,0.4297734427246351,0.965297234602399,-1.4490901884963787,1.2941734287262303,-1.3180097743172097,-0.3533075849897715,-2.5665977402387283,-0.1247345991549869,-0.1169478920429408,0.8165653429612963,0.3329969556271143,0.4689849319744043,0.8476591244693359,0.0036648794364751,-0.8467386068033826,0.7960053813230957,-0.5688068726527644,0.3344742270041131,-0.506483526762477,-0.872852011163066,0.3922856591357262,-0.9867797821082572,-0.0515664250324441,-0.6690990225414164,-2.760893329878292,-0.7216984438374646,0.628582773720059,-1.6131613965669127,-0.0998542500177193,0.6444164978670549,0.8234549055227607,-0.061065342719169,-0.7075497384408289,0.6427027916522329,-0.5004541977990207,-1.2133358438993338,-0.7851424386677801,-2.0527994448372304,-0.0753773846966182,0.7683590168860353,0.4918719518928431,1.0075147811831426,-1.2141192077149616,2759.59760786924,2439.458442569635,1628.2171630859375,0.0001543202506889,0.010594155,-603.4719848632812,105.79579162597656,-0.5745552182197571,34.45782470703125,2.0844500064849854,8.33859634399414,-0.4446460604667663,-10.576059341430664,-20.325654983520508,-3.99631667137146,-2.326218843460083,-19.400972366333008,-15.529718399047852
12,0,anger,0,13,-0.087290995818088,0.8977830289413357,0,2.4935448586106954,3.2815309216311515,2.7833774083008973,-0.6038892027225388,0.8888293856191215,2.190013590617696,-2.058148340898323,-2.2694562162789054,-0.344046325772168,-0.0434076872576515,-2.17863714904074,0.2408234858702021,0.1635987857198307,-2.6059323866033264,0.1695403572380587,1.442952474151717,-0.430106573198337,0.58733480508593,3.0581364054800337,-0.8066306364776565,-1.4922328194444368,-1.0260075671565267,-0.2629992198852297,-0.905917002303546,1.0172598600616582,-0.5417358109418973,-0.4486553725141655,-2.9309291323362734,1.8766439073727088,-1.1161560156703112,-0.6467536923422741,1.150249430795047,-0.1582476248616195,-0.6534470661889316,-0.0710216473908004,0.1830307137906937,-1.2595921096677711,-1.2620132591633968,0.8590662472572416,-1.00084402012482,-1.898210654105981,-0.7248709781824494,-1.7750194489508515,-1.0528247408618092,0.8058950424958607,0.9869476135197616,1.168711722450673,0.2867088163406983,-1.1176121181055598,0.524539479434496,-0.2923051873824877,-0.0468297452850723,-0.2691941382643962,-0.2639198426710715,-0.3597533840658639,0.3929695449416072,-0.3686590831396962,-0.023219154392296,2.141492227676592,-0.6241433150179624,3043.7114767608537,2569.674896723405,1530.5164794921875,8.490252039136723e-05,0.006833882,-620.50390625,109.54318237304688,-18.546255111694336,17.40794563293457,-0.3579664826393127,-2.3169198036193848,-7.656900405883789,-11.577556610107422,-15.289570808410645,-14.095576286315918,-10.575318336486816,-13.36064338684082,-9.88525676727295
