,Unnamed: 0,sarcasm_label,emotion_label,sentiment_label,id,spectral_centroid,spectral_bandwidth,pitch,PCA_MFCC_1,PCA_MFCC_2,PCA_MFCC_3,PCA_MFCC_4,PCA_MFCC_5,PCA_MFCC_6,PCA_MFCC_7,PCA_MFCC_8,PCA_W2V_1,PCA_W2V_2,PCA_W2V_3,PCA_W2V_4,PCA_W2V_5,PCA_W2V_6,PCA_W2V_7,PCA_W2V_8,PCA_W2V_9,PCA_W2V_10,PCA_W2V_11,PCA_W2V_12,PCA_W2V_13,PCA_W2V_14,PCA_W2V_15,PCA_W2V_16,PCA_W2V_17,PCA_W2V_18,PCA_W2V_19,PCA_W2V_20,PCA_W2V_21,PCA_W2V_22,PCA_W2V_23,PCA_W2V_24,PCA_W2V_25,PCA_W2V_26,PCA_W2V_27,PCA_W2V_28,PCA_W2V_29,PCA_W2V_30,PCA_W2V_31,PCA_W2V_32,PCA_W2V_33,PCA_W2V_34,PCA_W2V_35,PCA_W2V_36,PCA_W2V_37,PCA_W2V_38,PCA_W2V_39,PCA_W2V_40,PCA_W2V_41,PCA_W2V_42,PCA_W2V_43,PCA_W2V_44,PCA_W2V_45,PCA_W2V_46,PCA_W2V_47,PCA_W2V_48,PCA_W2V_49,PCA_W2V_50
0,0,0,anger,0,1,3194.0611551900697,2498.073257786857,1724.7588,-2.276626924943065,1.1942540016812904,1.0737619736568322,-0.1205057092068913,-0.308371417416758,0.027053669805294,-0.521969239779113,-1.1443529945363675,-4.560276417540272,9.361765925145034,1.9444728613088125,2.450879557802488,-3.916725971734092,4.590280636156169,-2.0784703546354786,1.865895897652087,4.14538495017676,-0.6685742138844467,4.624301825786315,3.827907737017191,-0.0730648105492902,0.9845380361466808,-0.480112024733174,-4.0102772613088,-7.4434120269035,-0.9264381605030498,-0.7433542099259549,-5.615802998073561,-0.5150107527947132,-2.45607095892373,-2.3594712118275405,0.8992596983722774,2.795708444948185,-2.45568340111551,1.5253409231796244,2.7764856251546197,-3.179309107966632,-6.601164536661499,6.275928834645654,2.3649075996678866,0.2099087840501211,0.8476407545150424,0.9714256844235694,-0.3368336513034342,-5.010857058872196,-1.713477591834513,-0.4799130707594867,2.271778211083349,-3.5283260772706173,5.195581883044316,-2.071413363629459,2.389240950514084,-0.679799429268925,-1.4643178763978606,2.688780751283712,1.950308094326541,-1.2815368392017226,-0.5054224615922739
1,1,0,anger,0,2,3207.4308271531536,2460.578686695224,1596.3215,-0.9204191512666102,-0.2451563568612495,1.557068916070209,-0.2348283057776443,0.5402389585479499,1.073943320206947,0.0775841536587128,1.1990059926634549,1.8820262825513467,-10.278301755943154,-1.993431641408384,-1.5174768553233469,-4.787207628150169,-3.978942082008656,-1.3204711696414275,-3.0975409118207327,-3.5316539206622526,-2.636881227609917,-0.3862195614940102,-3.215762022902134,-3.665575968918433,4.847216657971846,-1.9235013186263767,-3.05835815787153,-1.7660500186618873,2.7600822343220788,-1.899358349366548,-3.457748044266518,0.8476861675873676,-1.258291534425951,1.5768482202119802,-5.081066907658931,1.5314596945972598,-3.635746559595282,0.7706429324703875,-0.6502734543209483,-1.763416912624856,4.162903910604811,0.2319305469495786,-3.265345641462734,2.448175774957827,-1.187476490572386,1.0352281685404892,-3.2056544231009303,-1.9330588690279091,4.383603214237536,5.714234727842376,1.570070354738625,4.879186427954319,-1.8067660795615448,-7.082714891523055,-2.3751274576064207,2.932272442616012,-1.903255625925058,7.856744900158242,4.622938577109632,1.243021038306094,2.524237079882033
2,2,0,anger,0,3,3189.1657364823373,2348.431343255982,2021.349,-1.5118569883811837,-0.1187516808367502,0.1326471262875629,-0.8881762728477469,0.340908839150389,-1.1373108249175792,0.9613219250539722,1.5321511502700769,3.933005862279445,-1.1026358068975366,2.704831510198482,-2.1823186491430877,-0.7129517772723579,0.1793550879511031,-5.602658704211252,3.166225561235036,-1.417850779716887,-2.035853110977026,2.053883104820427,-0.3247849005376052,-0.541670593804667,-4.6391832351870335,-1.5244745176435757,-1.4833810205744389,-0.6021084156896541,1.7759650336220176,3.140600711725207,0.4189812881222435,0.6466471387420641,2.0850336803963616,4.394734127023285,2.373565617360428,-0.1699744167432448,-0.4122646747626075,-3.2238339943135497,-0.3030386872097029,-0.936959817113988,1.3015544575562423,5.832777940942609,-0.6367477665830619,-1.030946017356789,-0.9519239506723975,-0.0461666279909305,-2.8195979715489745,-1.2909345190395882,1.2415565507326534,4.019161723608645,2.299351139858846,8.4935021062202,-3.512993982412627,2.7528712481043653,-1.6893770887216923,3.1188047850396243,-0.9264671513954352,-0.5050933511264376,0.9212045065270112,-2.015439558132035,0.2575540428696375
3,3,0,anger,0,4,4078.493478875405,3491.3451313282594,1616.6838,-1.032135720274028,1.5569105838573465,0.3858823945015646,-0.2523392220879613,-0.1642639332621819,-0.4120788667080157,-0.0396638875728091,-0.5330088999522926,0.994383734225411,1.0817016999397566,-2.1059563889345525,-1.9869443589304645,-3.511022466857413,2.133752149167921,0.9408431944582504,2.201852681524348,2.7414715397697638,1.0015965991154612,0.6694626896733983,0.8705691219334475,0.3603836551992898,1.2322296176627,0.0915244641474039,1.2047827507187008,3.546438957235896,-1.346187684571325,-0.894391675316236,2.0150729613843907,-1.0268001196084993,-0.8698133047585883,-2.389207753244698,1.9913786211607776,-3.839596716072984,-0.4569915963442099,-1.4028033845808483,3.551146136528515,-1.842146062830044,-3.5952569889007906,-0.3226298040739251,4.740912922749997,-0.812390112344246,-1.3497432101216928,-0.1395151906129692,0.4951430140494302,-4.735323142958562,1.7780798213729951,2.1229554605343965,-0.0778598180615527,0.1439418646349008,1.922510384308386,1.7615336742042669,-0.18052226224713,0.9998449785975086,4.7130009536148325,0.8636736398348143,-0.4889708400922228,-1.116376146490836,-2.301615966949887
4,4,0,anger,0,5,3678.133007060202,2459.1922757915145,1724.6781,0.1393968211838638,-0.984471860691727,0.3583800453267367,0.5815635130586997,-0.5020987772515554,-0.1110400327686029,0.7874066892065168,0.2867327853380394,3.942156801958148,-0.354175022525857,1.530681019738573,0.8786131794755353,2.0386420524069067,0.7308367622778414,1.480473208124161,-1.3708960500570824,0.0677517801197181,-0.685221224288388,1.511909386219477,0.1666330280743579,-0.4194568640470298,1.2162550575826223,-0.8954353625144478,2.6246430105177585,0.1814806402715067,-0.6242680859781627,-1.3951169136112842,0.5541999508130306,0.850482386630743,-0.8188231093972972,-2.228194278228731,0.9431244991954724,-0.0755585672526563,-1.6331013781294836,0.9068719185580998,2.6230371359036946,0.3294123446482991,-1.0965362872135265,1.9607136183869929,-0.742038065062701,1.460883479129421,-0.2473365478667526,-0.8928814957942403,-0.3354719102592573,0.2291043552881632,-1.1390038622568703,-1.5288364610086298,-1.0670955040113068,-1.793797869018592,1.769770465285929,0.2426201881548001,0.5102317771894916,1.4458184639845324,2.0132601768181675,0.900878804643628,1.4656065242979903,0.4753432315034738,-2.2286907686002557
5,5,0,anger,0,6,2709.7858305151267,2648.4544224571387,1870.3953,1.5156605421650626,-1.3507016158443248,2.27791159218518,-0.6895682913956639,0.1697362101151401,2.319344845767552,-0.8959974734370177,-1.4047183468042796,3.7312529451676175,4.589672049380416,3.3851425637160277,-4.539962016843668,5.465947218433944,5.115920983680208,-5.275055086026132,-0.2492237385225689,1.9710554248580552,2.667770013894958,0.767616209273735,1.5606670049620506,4.463288172088983,-1.1454452518289284,-1.8388615037194225,0.2176746829054129,2.090693570841603,-1.6219438473551098,1.6237847310045852,3.093375804496884,0.571014279174959,0.9991751770476708,-2.211708554203704,-0.5517484618424359,2.0547888595366635,-3.846135297573357,-0.9913456454398524,-4.094819804625262,-0.2312879880497959,2.470829860680576,-1.1597021063265718,0.1962602583438888,2.759929258943835,-0.0452306646486554,-0.9192812998860204,5.729409228393647,-0.5086613050567694,2.8208506327343548,1.671317819022048,0.1482640731895335,-3.43913615766362,-2.407376836827958,-1.2032296271851757,-2.815599073478947,3.66974757071477,-1.4425481615542952,1.307729732792678,0.902294698529492,2.240822983359952,1.196936136184546
6,7,0,anger,0,8,3324.058362149941,2568.667122999268,2270.0674,-2.5041150633094964,-0.4130636939041804,-0.5129002175823129,0.6816147885899261,-0.9962044481691776,0.5551327581814401,0.7484994239811039,1.6601469260292658,10.016558841715492,-2.443528387251138,3.11440354300242,-5.305044711810623,1.165335415647554,-2.737320401805466,-0.5985785772702487,-0.0073994760037143,3.726979173941137,-3.0509945702443444,0.6186942710785147,0.8266389090931316,-0.991483291939018,-0.3172031993027108,-0.425521819607612,2.289357972193757,-0.2780562306396036,0.6876110859150485,2.252761551602245,1.2330888849478363,1.9018451711526425,1.7696839223951264,1.698218802881502,-1.7107796483964486,1.8425063799828416,-0.7840417392815616,3.1721068371070134,0.922252814210708,-0.5556312651918107,-0.7529271606522115,-0.0955843723304913,0.17739393211826,2.009036250476441,-3.0326195673101264,-2.964588132924208,-0.8729082836576939,0.3601062742822101,-1.6035649112306742,-0.9371853955339048,0.8019446231224973,-2.795872712777008,-0.6626976603073212,0.1244774895567501,3.606711713030993,2.302894502207837,-2.784476244052556,-2.542942444004442,3.098478491910073,1.5631205042108456,2.3131264319260465
7,8,0,anger,0,9,3849.8775054885127,3126.151931199343,1869.9438,0.4777689869444632,1.137066568027578,0.4419010617497477,-0.5007914589663842,-0.5727895115418067,0.3175318313391326,-0.3205467665341895,0.2971219777442103,-9.099668081015786,7.044678740842016,-1.2933880457124096,-1.6993514520181174,1.749690991968747,1.796945978539798,4.474013013884717,-2.115665975209569,8.004680887626494,-2.5302612008739667,2.675295321375558,1.872948681262148,-0.7362426309222918,0.6258015075369171,0.840649338842142,-9.085524523790143,-3.6039827879126047,-5.909675133579329,-3.924406976635713,-5.247967255936869,-9.01736816633112,-3.694523560550685,1.3511005991270306,5.4461616886057485,6.114122918273676,3.3378570433990262,-1.806386504381536,2.8925496016642187,-2.8293866051955403,-8.519257092812005,6.684727611487618,0.7302851628754987,-2.5931873121679523,5.050701794998151,-1.47454044450642,1.350987769796663,-1.7133585740844022,4.421378097478532,-0.2948960032752614,4.822205884235826,-1.330904661438974,1.8374235625673,-5.571573143222811,5.12601372133415,7.060550240652191,-3.83870363508442,-0.4690323671968667,2.6878650528742924,-0.3950275819032321,-1.1053472942267355
8,11,0,anger,0,12,2759.59760786924,2439.458442569635,1628.2172,0.0478222947326175,-4.303797899198191,1.79490623496351,-0.3659742804348674,-0.583937656935865,1.7541692603434524,-0.5743326203153363,-1.3431628932054271,0.6779137071171418,10.53064432641553,0.9959757823022664,0.5121131126294306,2.263242638372035,0.4644917109674911,-0.4441480501674707,-3.720670841418746,0.7134612658625561,-1.3958311352360206,-2.2095831425233423,0.5536857653255909,-3.4892423968470307,-3.6542967942430975,3.686418970763669,1.8012273040871776,-1.6653148811683305,0.4286701770747217,0.966102951668788,-1.4501400182746176,1.2965309067936288,-1.3204916817860972,-0.3560690353640131,-2.561399326089676,-0.1198277332610525,-0.1219307262664911,0.8132409976906524,0.3338873331111746,0.4708551589928505,0.853941548904641,-0.0053946734079735,-0.835468848413054,0.7817181702021582,-0.5683610418856402,0.3252810668052045,-0.5109907762153387,-0.8780340938311513,0.424973577636625,-0.9271144746144624,-0.0558772363885461,-0.744436292941148,-2.7893990145112104,-0.7035103618144332,0.6720231446847269,-1.5816025583015108,-0.1507003283757964,0.6740831059577662,0.6021925128592117,0.354804535553626,-0.5768886538303519
9,12,0,anger,0,13,3043.7114767608537,2569.674896723405,1530.5165,-2.143290409978787,-3.059333634056096,0.5701170815577726,-0.581279941692447,0.1772663978395694,0.5587417362989134,-0.2228653126542585,-0.5042674713728436,2.493545395850906,3.2815310436197,2.7833700576897407,-0.6038880915512218,0.8888288020194124,2.1900333527657194,-2.0581561546269533,-2.2695268149074224,-0.3440581963196502,-0.0435648052456194,-2.178475750282304,0.2411572686858975,0.1634205410116996,-2.605568451518257,0.1691861410705535,1.4424580146527464,-0.4307075862198589,0.5867364579924734,3.057223814080725,-0.806185655712824,-1.4919497812534086,-1.027745886871861,-0.2640935268210565,-0.8976379868651502,1.021268875883049,-0.5380504515378007,-0.4502526380771933,-2.929590024324316,1.8775008419192851,-1.110780175068288,-0.6675373580757384,1.1578234858973206,-0.1516130073783889,-0.6723527863096418,-0.0686164130675192,0.1934349338790618,-1.252128300710087,-1.190297461917633,0.985366382488148,-1.003927462576145,-1.9216732498834392,-0.8429031210330958,-1.7814664320168891,-1.101243991342128,0.7820712794451552,1.245083433382019,1.116527955889543,0.1248123484566296,1.1722878269177348,0.1560411583124632
