,sarcasm_label,emotion_label,sentiment_label,id,sentence_level_similarity_emotion,sentence_level_similarity_word,exclamation,TEXT_1,TEXT_2,TEXT_3,TEXT_4,TEXT_5,TEXT_6,TEXT_7,TEXT_8,TEXT_9,TEXT_10,TEXT_11,TEXT_12,TEXT_13,TEXT_14,TEXT_15,TEXT_16,TEXT_17,TEXT_18,TEXT_19,TEXT_20,TEXT_21,TEXT_22,TEXT_23,TEXT_24,TEXT_25,TEXT_26,TEXT_27,TEXT_28,TEXT_29,TEXT_30,TEXT_31,TEXT_32,TEXT_33,TEXT_34,TEXT_35,TEXT_36,TEXT_37,TEXT_38,TEXT_39,TEXT_40,TEXT_41,TEXT_42,TEXT_43,TEXT_44,TEXT_45,TEXT_46,TEXT_47,TEXT_48,TEXT_49,TEXT_50
0,0,anger,0,1,0.0,0.0,0,-4.560276417540272,9.361765925145034,1.9444728613088123,2.4508795578024882,-3.9167259717340923,4.590280636156169,-2.0784703546354786,1.865895897652087,4.14538495017676,-0.6685742138844467,4.624301825786315,3.827907737017191,-0.07306481054929023,0.9845380361466808,-0.480112024733174,-4.0102772613088,-7.4434120269035,-0.9264381605030498,-0.7433542099259549,-5.615802998073561,-0.5150107527947132,-2.45607095892373,-2.3594712118275405,0.8992596983722774,2.795708444948185,-2.45568340111551,1.5253409231796244,2.7764856251546193,-3.179309107966632,-6.601164536661499,6.275928834645654,2.3649075996678866,0.2099087840501211,0.8476407545150424,0.9714256844235694,-0.33683365130343423,-5.010857058872196,-1.7134775918345133,-0.47991307075948675,2.271778211083349,-3.5283260772706173,5.195581883044316,-2.071413363629459,2.389240950514084,-0.679799429268925,-1.4643178763978606,2.688780751283712,1.950308094326541,-1.2815368392017226,-0.5054224615922739
1,0,anger,0,2,0.0,0.0,0,1.8820262825513467,-10.278301755943154,-1.9934316414083841,-1.5174768553233469,-4.787207628150169,-3.9789420820086563,-1.3204711696414277,-3.0975409118207327,-3.5316539206622526,-2.636881227609917,-0.3862195614940102,-3.2157620229021346,-3.665575968918433,4.847216657971846,-1.9235013186263767,-3.0583581578715306,-1.7660500186618873,2.7600822343220788,-1.899358349366548,-3.457748044266518,0.8476861675873676,-1.2582915344259513,1.5768482202119802,-5.081066907658931,1.5314596945972598,-3.6357465595952814,0.7706429324703875,-0.6502734543209483,-1.763416912624856,4.162903910604811,0.2319305469495786,-3.265345641462734,2.448175774957827,-1.187476490572386,1.0352281685404892,-3.2056544231009303,-1.9330588690279094,4.383603214237536,5.714234727842376,1.570070354738625,4.879186427954319,-1.8067660795615448,-7.082714891523055,-2.3751274576064207,2.9322724426160116,-1.9032556259250581,7.856744900158242,4.622938577109632,1.243021038306094,2.524237079882033
2,0,anger,0,3,0.4398652948397188,0.913640330054312,0,3.9330058622794453,-1.1026358068975366,2.704831510198482,-2.1823186491430873,-0.7129517772723579,0.17935508795110314,-5.602658704211252,3.1662255612350356,-1.417850779716887,-2.035853110977026,2.053883104820427,-0.3247849005376052,-0.541670593804667,-4.6391832351870335,-1.5244745176435757,-1.4833810205744387,-0.6021084156896541,1.7759650336220176,3.140600711725207,0.41898128812224356,0.6466471387420641,2.0850336803963616,4.394734127023285,2.373565617360428,-0.16997441674324484,-0.4122646747626075,-3.2238339943135497,-0.30303868720970295,-0.9369598171139879,1.3015544575562425,5.832777940942609,-0.6367477665830619,-1.030946017356789,-0.9519239506723975,-0.046166627990930534,-2.8195979715489745,-1.2909345190395882,1.2415565507326534,4.019161723608645,2.299351139858846,8.4935021062202,-3.512993982412627,2.7528712481043653,-1.6893770887216923,3.1188047850396243,-0.9264671513954352,-0.5050933511264376,0.9212045065270111,-2.015439558132035,0.2575540428696375
3,0,anger,0,4,0.009295023797137,0.9200261235687656,1,0.994383734225411,1.0817016999397566,-2.1059563889345525,-1.9869443589304645,-3.511022466857413,2.1337521491679214,0.9408431944582504,2.2018526815243478,2.7414715397697633,1.0015965991154612,0.6694626896733983,0.8705691219334475,0.3603836551992898,1.2322296176627001,0.09152446414740398,1.2047827507187008,3.546438957235896,-1.346187684571325,-0.894391675316236,2.0150729613843907,-1.0268001196084993,-0.8698133047585883,-2.389207753244698,1.9913786211607776,-3.8395967160729843,-0.4569915963442099,-1.4028033845808485,3.551146136528515,-1.8421460628300441,-3.5952569889007906,-0.3226298040739251,4.740912922749997,-0.812390112344246,-1.3497432101216928,-0.13951519061296921,0.4951430140494302,-4.735323142958562,1.7780798213729951,2.1229554605343965,-0.07785981806155277,0.14394186463490086,1.922510384308386,1.7615336742042669,-0.18052226224713,0.9998449785975086,4.7130009536148325,0.8636736398348143,-0.48897084009222286,-1.116376146490836,-2.301615966949887
4,0,anger,0,5,0.0,0.0,1,3.942156801958148,-0.35417502252585703,1.530681019738573,0.8786131794755353,2.0386420524069067,0.7308367622778414,1.480473208124161,-1.3708960500570824,0.0677517801197181,-0.685221224288388,1.511909386219477,0.16663302807435795,-0.4194568640470298,1.2162550575826225,-0.8954353625144478,2.6246430105177585,0.1814806402715067,-0.6242680859781627,-1.3951169136112842,0.5541999508130306,0.850482386630743,-0.8188231093972972,-2.228194278228731,0.9431244991954725,-0.07555856725265638,-1.6331013781294836,0.9068719185580998,2.6230371359036946,0.3294123446482991,-1.0965362872135263,1.9607136183869927,-0.742038065062701,1.460883479129421,-0.24733654786675266,-0.8928814957942403,-0.3354719102592573,0.22910435528816328,-1.1390038622568703,-1.5288364610086298,-1.0670955040113068,-1.793797869018592,1.769770465285929,0.2426201881548001,0.5102317771894916,1.4458184639845324,2.0132601768181675,0.9008788046436279,1.4656065242979905,0.47534323150347385,-2.2286907686002553
5,0,anger,0,6,0.0,0.0,0,3.7312529451676184,4.5896720493804155,3.3851425637160273,-4.539962016843668,5.465947218433944,5.1159209836802075,-5.275055086026132,-0.2492237385225689,1.9710554248580552,2.667770013894958,0.767616209273735,1.5606670049620506,4.4632881720889825,-1.1454452518289284,-1.8388615037194223,0.21767468290541295,2.090693570841603,-1.6219438473551098,1.6237847310045852,3.0933758044968838,0.571014279174959,0.9991751770476708,-2.211708554203704,-0.5517484618424359,2.0547888595366635,-3.8461352975733574,-0.9913456454398524,-4.094819804625262,-0.23128798804979595,2.470829860680576,-1.1597021063265718,0.19626025834388885,2.759929258943835,-0.04523066464865542,-0.9192812998860203,5.729409228393647,-0.5086613050567694,2.8208506327343548,1.671317819022048,0.14826407318953355,-3.43913615766362,-2.407376836827958,-1.2032296271851755,-2.815599073478947,3.66974757071477,-1.4425481615542952,1.307729732792678,0.902294698529492,2.2408229833599513,1.1969361361845459
7,0,anger,0,8,0.0,0.0,0,10.016558841715492,-2.443528387251138,3.11440354300242,-5.305044711810623,1.165335415647554,-2.737320401805466,-0.5985785772702487,-0.007399476003714334,3.726979173941137,-3.0509945702443444,0.6186942710785147,0.8266389090931316,-0.9914832919390179,-0.31720319930271085,-0.42552181960761204,2.289357972193757,-0.2780562306396036,0.6876110859150485,2.2527615516022452,1.2330888849478365,1.9018451711526425,1.7696839223951264,1.698218802881502,-1.7107796483964486,1.8425063799828416,-0.7840417392815616,3.1721068371070134,0.922252814210708,-0.5556312651918107,-0.7529271606522115,-0.0955843723304913,0.17739393211826004,2.009036250476441,-3.0326195673101264,-2.964588132924208,-0.8729082836576939,0.36010627428221015,-1.6035649112306742,-0.9371853955339049,0.8019446231224973,-2.795872712777008,-0.6626976603073212,0.12447748955675017,3.606711713030993,2.302894502207837,-2.7844762440525557,-2.542942444004442,3.098478491910073,1.5631205042108456,2.3131264319260465
8,0,anger,0,9,0.8008386592621901,0.3572839547376947,1,-9.099668081015786,7.044678740842016,-1.2933880457124096,-1.6993514520181174,1.749690991968747,1.7969459785397979,4.474013013884717,-2.1156659752095686,8.004680887626494,-2.5302612008739667,2.675295321375558,1.8729486812621476,-0.7362426309222918,0.6258015075369171,0.840649338842142,-9.085524523790145,-3.6039827879126047,-5.909675133579329,-3.924406976635713,-5.247967255936869,-9.01736816633112,-3.694523560550685,1.3511005991270306,5.4461616886057485,6.114122918273676,3.3378570433990262,-1.806386504381536,2.8925496016642187,-2.8293866051955403,-8.519257092812005,6.684727611487618,0.7302851628754987,-2.5931873121679523,5.050701794998151,-1.4745404445064199,1.350987769796663,-1.7133585740844022,4.421378097478532,-0.29489600327526144,4.822205884235826,-1.330904661438974,1.8374235625672997,-5.571573143222811,5.12601372133415,7.060550240652191,-3.8387036350844195,-0.4690323671968667,2.6878650528742924,-0.3950275819032321,-1.1053472942267355
11,0,anger,0,12,-0.7567973922168312,0.9327698397313235,0,0.6779137071171418,10.53064432641553,0.9959757823022664,0.5121131126294306,2.263242638372035,0.4644917109674911,-0.4441480501674707,-3.720670841418746,0.7134612658625561,-1.3958311352360206,-2.2095831425233423,0.5536857653255909,-3.4892423968470307,-3.6542967942430975,3.686418970763669,1.8012273040871776,-1.6653148811683305,0.4286701770747217,0.9661029516687881,-1.4501400182746176,1.2965309067936288,-1.3204916817860972,-0.3560690353640131,-2.561399326089676,-0.11982773326105259,-0.12193072626649112,0.8132409976906524,0.33388733311117463,0.4708551589928505,0.853941548904641,-0.005394673407973526,-0.835468848413054,0.7817181702021582,-0.5683610418856402,0.3252810668052045,-0.5109907762153387,-0.8780340938311513,0.424973577636625,-0.9271144746144624,-0.055877236388546116,-0.744436292941148,-2.7893990145112104,-0.7035103618144332,0.6720231446847269,-1.5816025583015108,-0.1507003283757964,0.6740831059577662,0.6021925128592117,0.35480453555362607,-0.5768886538303519
12,0,anger,0,13,-0.087290995818088,0.8977830289413357,0,2.493545395850906,3.2815310436197,2.7833700576897407,-0.6038880915512218,0.8888288020194124,2.1900333527657194,-2.0581561546269533,-2.2695268149074224,-0.34405819631965023,-0.04356480524561944,-2.1784757502823036,0.24115726868589757,0.16342054101169964,-2.605568451518257,0.16918614107055355,1.4424580146527464,-0.4307075862198589,0.5867364579924734,3.0572238140807255,-0.806185655712824,-1.4919497812534086,-1.027745886871861,-0.2640935268210565,-0.8976379868651502,1.021268875883049,-0.5380504515378007,-0.4502526380771933,-2.929590024324316,1.8775008419192853,-1.110780175068288,-0.6675373580757384,1.1578234858973206,-0.1516130073783889,-0.6723527863096418,-0.06861641306751928,0.19343493387906188,-1.252128300710087,-1.190297461917633,0.9853663824881481,-1.003927462576145,-1.9216732498834392,-0.8429031210330958,-1.7814664320168891,-1.1012439913421281,0.7820712794451552,1.2450834333820193,1.1165279558895427,0.12481234845662963,1.1722878269177348,0.15604115831246324
