,Unnamed: 0,sarcasm_label,emotion_label,sentiment_label,id,spectral_centroid,spectral_bandwidth,pitch,PCA_MFCC_1,PCA_MFCC_2,PCA_MFCC_3,PCA_MFCC_4,PCA_MFCC_5,PCA_MFCC_6,PCA_MFCC_7,PCA_MFCC_8,sentence_level_similarity_emotion,sentence_level_similarity_word,exclamation,PCA_W2V_1,PCA_W2V_2,PCA_W2V_3,PCA_W2V_4,PCA_W2V_5,PCA_W2V_6,PCA_W2V_7,PCA_W2V_8,PCA_W2V_9,PCA_W2V_10,PCA_W2V_11,PCA_W2V_12,PCA_W2V_13,PCA_W2V_14,PCA_W2V_15,PCA_W2V_16,PCA_W2V_17,PCA_W2V_18,PCA_W2V_19,PCA_W2V_20,PCA_W2V_21,PCA_W2V_22,PCA_W2V_23,PCA_W2V_24,PCA_W2V_25,PCA_W2V_26,PCA_W2V_27,PCA_W2V_28,PCA_W2V_29,PCA_W2V_30,PCA_W2V_31,PCA_W2V_32,PCA_W2V_33,PCA_W2V_34,PCA_W2V_35,PCA_W2V_36,PCA_W2V_37,PCA_W2V_38,PCA_W2V_39,PCA_W2V_40,PCA_W2V_41,PCA_W2V_42,PCA_W2V_43,PCA_W2V_44,PCA_W2V_45,PCA_W2V_46,PCA_W2V_47,PCA_W2V_48,PCA_W2V_49,PCA_W2V_50
0,6,0,anger,0,7,3548.516203394653,3020.359135486408,1704.3307,-1.2567563620706874,-0.3246621686378323,-0.6198377463818388,0.7632914584319469,1.60650987714207,0.005727972816925,0.5660337501398379,1.4077107612627036,0.4180894854585909,0.9255489442650184,0,4.246305661584878,8.633175925207516,6.589389410583151,1.3032129948652398,5.817404507899664,3.928312440706087,0.7490711930444489,-2.493785239314088,0.1793191263887183,-1.5813064129832828,-3.0205559504771795,-1.0815597430660888,1.0003629185375584,-3.989580044121831,1.2048219282944042,1.2325984238651069,0.8631338923902188,-0.3583722298185499,-0.6303402657417704,-0.2318558943371291,0.2740611642681682,-1.3078333039580412,-1.5498122957038998,-3.126067633406839,-1.09713226495447,0.0750217124103808,0.325841134896352,1.1245138888274564,0.6910247945756895,0.2184337108179191,-2.9230046564466776,-1.617920217622352,1.3226413364576592,-0.3762600487145052,-1.3325724553514515,0.6139418212289003,0.0533951602008419,-1.781269170281505,0.4323416733800971,-2.114720516002377,-0.9347658540873042,-0.3255619821274323,-0.9747624204992889,0.7032932441179577,1.4278083991353046,-2.302098030284683,1.498136037953283,-0.5430490067232332,-2.4931699693632683,-1.95774899253278
1,9,0,anger,0,10,2911.68756969529,2322.779411465876,1475.9005,-2.1082595735041023,1.2875964631632142,1.2343424278146926,-0.6823492330356835,0.3795165187538094,-0.976489566286474,0.1903502370229977,0.4824061751994357,0.8715966846386407,0.7489828891525295,0,4.085409568240581,-5.867633655262332,0.6974013933076963,-0.3916417344339951,2.4334051803652934,-3.5634696670339983,0.9567565559479282,-1.2571488651686873,-0.4458346065757969,1.05234488454955,-1.4853045496041766,-4.450900072370645,-0.5816456767048701,-0.297736099004193,-0.2282066458140673,1.256571088863032,-1.6552514919860617,-0.5784932376975424,0.0719186261489494,-0.1455171845944051,0.3701950204182749,-0.3922300324249044,1.2212087927929864,0.1599839075645713,1.1512054023164076,-0.8640450944787885,-1.2192097589060438,-0.1745769929710587,-0.0124834655728463,-0.8766056688506149,0.596105783224191,1.589186721924835,1.198153607119986,-0.4628886798404198,-0.1242078579950991,0.2012683691010908,-1.8969343183058092,0.0608501505156334,-0.7936143705505456,0.7599447038740761,0.9043315961158288,-0.4591457084676628,-2.648102713087928,-0.636127478905207,-0.8265725084727337,-0.3722165867072829,1.195685978259179,-0.3406794743766309,-0.7152763635038482,-0.0641736713816812
2,10,0,anger,0,11,3113.8801208371297,2551.937528889306,1852.4087,-1.263542603271382,-0.1053865262312491,-0.0735788801954596,0.5062342997240287,-0.5299842280610448,-1.2328606560504989,-0.7648113847523401,1.2897397365520145,0.5052446180897461,0.96703208634848,0,-7.414406342403239,11.927855665207082,4.751195047830403,2.1098732049656928,-4.387839907847168,9.55748802479737,-1.5958725995301368,1.774776749686001,4.510797557723338,-4.988277665745447,-2.0823036714166085,2.9235271082652146,-1.263024867906797,-5.943236624978976,0.090422123651581,-8.273533171757558,-0.2486446413829754,-2.632623698799692,-3.6129711761044527,0.6242930689505608,1.808226820991414,-2.3249445699387183,-2.76950108790091,-2.5240460300157124,3.443307527759065,-2.4338807424509983,-1.531256958274494,1.5694339176880283,-0.2210430116053958,-3.7976414129589697,1.983874734773,0.2871403196734284,-2.06790495492679,0.0933639936319896,0.6239060916852784,-1.1113668712160036,0.3451817398069182,-3.145669607791509,-1.7100201911984796,-2.229739807967267,-2.649307538631649,1.6502611209527684,3.071790635591555,0.1956867328993986,0.4809959526270967,-4.687943425416778,2.448713374236088,0.6666331221360496,-1.0415917190587112,-4.172806045019115
3,15,0,anger,0,16,2620.976108125169,2432.6099319567534,1627.091,-0.9536554969208269,-0.8024031842882893,2.214053654827912,-0.0561445483835224,0.6033243884582512,0.3822514393209206,1.379858662826795,-0.7772012588576248,0.4937045167274325,0.8775377187909037,1,4.807813996752398,-4.9293137612921765,-2.384640369211039,-4.733797586385132,2.2440823011805247,2.716545611272749,-0.8034470508647763,1.5415590787903524,2.7420466764799,2.7610435451188597,1.7409870830580154,3.053898893892006,0.6058408740223987,0.4426569131105921,-4.423810106070685,1.2297421319572366,-2.4773348984773493,-1.1506765080349497,-0.0803325264222194,2.886945727423894,-2.043410585191083,1.6697279139593069,-3.946173753032552,-4.442747418192534,-0.6287058995857923,0.0627135587650959,2.0900265397930013,-0.3199053726725012,-2.0055693441555253,1.5410566367273812,1.586477702295502,-1.162911839331854,1.1346043823850736,3.353988190146296,-5.423487671374206,-0.4302845396117942,-4.833656939690384,-0.1958011675929616,-2.458297406537856,3.3411595232930984,-2.2256881398969037,1.5616086754245009,1.266198749375965,2.161877944995726,2.607816138855654,2.183959496745259,-2.46906373554236,2.251463610219366,-0.7662351276485838,2.765786161992714
4,16,0,anger,0,17,3364.44966547827,3241.8798920182057,1558.0978,1.959129902551365,1.607408093644696,0.5983286485063596,-0.4464243062702452,-0.373661249916444,-0.5861244684880843,-0.6851939445909235,0.6920505595195833,0.0,0.0,0,0.6365595912082215,-1.0531204473258542,3.161328512640754,-4.577764975411045,4.278324938840393,-0.9744472023155556,-6.129148141023522,4.227687422761348,1.5298158468514065,-5.224444476625595,7.204612601767922,-0.1585880452244932,1.1589260615954289,-2.307280491143824,-0.3457481403312957,-2.007912284412288,-2.153220581592349,-1.1963757893459053,0.4346050719467677,0.5790879952472349,2.8066030456893083,3.2438742015919257,-2.970300513364921,-2.960084845204409,1.7385639269949829,-4.282149913196808,-4.848286019980355,8.778681488273428,1.085879204521104,2.570895428585785,-0.4927761970471638,1.756496382658625,2.214498950589371,-0.73935509527207,1.6556572374949563,-0.7254210224868758,1.9927743355376588,4.983023038583405,2.291518771911318,-3.695482037657958,-4.390137361491546,3.715597141237661,-3.0072629600314853,0.781606954214885,1.1763955835118358,-3.338664275391983,2.820811405169094,-3.073104965445916,2.00413536212594,-5.080381327647696
5,18,0,anger,0,19,3720.654738425309,2869.710471732766,1824.0668,-1.995559570864388,-0.0243845556724147,0.9455541676989934,-0.7422053547279641,-1.1957760657045526,-0.6140364739968777,-0.2673592123418172,0.8997600697518837,0.970339429395408,0.871335154358614,0,0.3498600815094776,-5.748475020180889,0.5890139900014187,-2.6495494670526467,-1.9089534252605267,3.9212729005568,-4.1815961469928205,0.9706596135619212,0.5674115598200299,-0.7043451397661352,-0.2680493311753764,2.475469388152204,2.0478445664624,-0.5495023363402998,0.6429944999490309,-2.410612439098861,-1.0258023228621895,0.9022869065999402,-1.4549875523548157,2.188855407827972,-0.634850197913828,-0.6854774893802198,-1.301927044174672,-1.7262111069299677,-2.581653075411695,-0.8641956918559349,-1.905511042876223,-4.865082050144379,-1.1186919924953262,0.1330815953030502,0.7986958023879533,2.6853477908669228,-0.9527170912224266,3.766323985231263,0.94155483739133,2.5128801509112977,1.336047351244551,-0.4466005466119653,1.3347849287190336,-3.256022765143741,-1.6048945214101389,0.931524875422133,-0.7550214984151388,0.1004457274880244,-0.152814614388055,-1.2925519661756912,1.1782248740899095,1.4099522117112144,2.922892108304349,0.3929573617247436
6,19,0,anger,0,20,4668.807976521638,2758.341800668073,1811.7418,-0.9265294670171228,0.1954671327195142,0.4238237198791039,0.8007216153040944,-0.8652999779498424,2.2250739275252176,-0.6787097997884699,-0.7691113330103042,-0.7960560432636005,0.8800588898373923,0,4.273708106250182,-5.472068238078594,1.3384128227412324,-2.385835194639733,0.0886746193863171,-1.7431105748133209,0.6801599002033115,-1.1553252334609276,0.3446382546341117,-0.4051945964882699,0.5030912975200647,1.612838203226141,0.9239873958436438,-0.010028839620943,-1.066662684117234,-1.9227204336498604,0.6974983097276595,0.4463426849483223,1.3692896877127807,0.9528604319122856,3.509222573515648,0.4393733015934297,0.062525082753187,2.696038504766686,0.4151585486615725,-0.2617430782307225,3.2950352587207705,-1.2290520932473417,-0.4717301610395135,-0.9683557773356342,-0.0754225057889667,0.4100172229904193,1.613297846753522,0.656609644337156,-0.6914473666002863,-1.0761087702075105,0.0907555271676361,-1.352779956139189,-1.1526528707225216,-0.457575984592048,-0.2488753834803026,0.2334520879792416,2.048913239412596,0.0376535716127817,-0.7326275819272566,0.2021069288765526,1.3879018311398696,-0.5816999882852377,0.9377066129840044,2.5726614824774776
7,24,0,anger,0,25,3007.539308484113,2115.8451942226834,1697.6519,-0.2872388871064663,-2.265205524472256,0.0205405632225083,1.2693993802841037,0.5904763775351688,0.4901988931238593,-0.3003893779058922,0.6394973172880287,-0.92956486875455,0.951491563262075,0,1.7073568331335045,-2.914385298748224,0.6205750184999728,0.613938734792183,-0.7047145841267681,0.946561710732834,-1.4874215134102766,-1.4543187267715298,-1.2029187938595427,1.5628338954238554,-0.1176996602821022,2.476018642051612,-0.30497660083973,-0.4928338603671421,-1.2891147948024997,-1.370685418374764,-1.063912639949164,1.6649175828709808,0.8673357003683514,-0.883440217318287,0.8251468962875219,-0.460892087479027,-0.4467460417252027,0.3611827579771478,-1.913839444447611,0.3158329620827065,-1.2938711715812998,-1.147252770371744,-1.720825385462582,1.944317628037979,1.3832567517287118,-1.142420660763332,2.266859054494444,-0.6967606650527443,0.6236376456738417,0.7828048639793692,-0.6052994757735495,-2.4872526001275386,-0.0211387731853813,0.249929093169426,-0.9419724085486604,-0.3551873113585535,-0.5953912222386073,1.435568923241061,1.7593956955312933,-0.0398999046650654,-2.0033658824542573,0.347050673584856,0.4269470686951885,1.368414003306564
8,25,0,anger,0,26,3881.86821583378,3574.5501030580485,1588.8844,-1.0149267463178795,-2.538195533859561,-1.5978536996774413,-0.1105655264878512,-0.2467105859624711,0.301260529975095,0.1960808937170953,-1.0034511654332163,-0.2102861486729192,0.7475890993412792,1,0.2607816672916808,2.745146998119364,4.175886571102653,0.8011788234826681,-2.316779146000888,3.89761747349008,-2.937630353322903,-3.631001132395624,1.4474607977605056,-0.3061010439271766,-2.5190515386182684,2.3759344490733176,-1.4311055596280045,-2.805424081934278,0.8957795641787325,-2.0071560956372725,0.5865876446163092,-0.605292708865348,3.4882785203909803,1.0770844551221774,-0.653709503149332,-0.3136279438497625,0.2671533279802286,-0.3342861186196064,0.5345396382993756,0.4025318786693864,-1.4651531987392807,-0.7992736616469174,0.4694961165970301,0.2508572729250363,0.2051666860413332,1.428565852097318,0.2758176520215016,-0.8658237645586294,-1.7800762176684797,0.2406656362523495,0.0999291414804933,-2.7553651978275964,1.769052870053532,0.9893903036740346,1.7416883858800427,0.4953439948092265,1.8244930588705517,0.6470734713521432,1.4371517968836125,-0.5085419619643148,-0.9181895919936264,0.4234493398639796,1.4634416896327729,0.5282659383398416
9,30,0,anger,0,31,2561.8965736337423,2080.4007036592725,1513.0554,0.8504269714062425,1.3731059631825913,1.4734771488366292,-0.2347345339714965,1.7828828724768604,-0.2106348184337586,-1.1411097357408335,-0.1283831971771149,0.0,0.0,1,-3.6312908688979673,-2.773297601465265,-2.701378771173889,-2.2448879529941363,-2.1314831407505834,-1.324876707916562,1.5811726183728152,1.0451985626223632,0.2265995140938716,2.878645259364919,0.7248417860486578,0.7460266120800427,-4.014006602845445,2.304518844250848,3.141435111361993,-2.068465793233732,-5.19236095393023,5.894054079905652,-3.280338561500491,0.4398534696635081,-3.584569039648004,-0.937755227702324,-0.0022565455873782,-5.6241296598791175,2.3321587099031467,1.0596620509659134,0.4957738668432115,3.289191916420636,-1.599969418789192,1.9842403197649592,-0.2542816019657224,-2.2161031913526683,-1.6395517427634407,1.1374876605026107,0.2581141967128088,2.2725236740490438,6.074580323558866,-0.1125795299307485,2.905747777437321,3.7497576187630814,-2.860680487276311,0.290468016498925,1.7422024358006811,-2.5964779484407674,-0.8131999656271394,-0.9334802533330664,1.3919443441457495,1.7955696244090238,-0.0191594559538363,1.4794540747222902
10,33,0,anger,0,34,2943.1533909664404,2558.259816097098,1902.1757,-1.59809354421557,1.0212418389547695,1.7728782514657029,0.9730113200070852,-0.5397800974483697,-1.4197583911769027,0.3025433336706251,0.5732186238742141,0.0,0.0,0,1.5139320577708593,-1.1916200480314163,-6.83729925294791,-6.402249998937929,-11.27239972348978,1.0366619816282585,3.6003046287867164,6.638347605290704,0.6765523913134281,-1.2170420895415943,-7.289621596373104,-3.313387072231462,3.6160249892888654,2.585233843763081,0.7892618101517453,5.316660343726452,5.814485801572022,6.459034874971433,-2.6933703260552324,0.0506867438133612,-0.7097927084580499,0.2119613481196488,-3.955164021607601,2.2494788458495205,2.9124438726834563,-1.530292961177258,1.6478494418176926,4.140817769083374,3.1052094821022127,-2.915545531005086,0.5951017113729602,-3.8091279127021447,1.8477096482507327,0.3284416793209084,-3.176891436907989,-3.111048776409524,3.256629528770485,-3.795073456496029,2.567539028709,-3.265310436753274,0.7210329060891254,-0.1247218037261624,1.7025938067745987,-0.2839381298433965,0.9457209007298084,3.663543530041172,4.496660650233633,0.4408288796655622,-3.458966448173142,4.642059543765184
