,sarcasm_label,sentiment_label,emotion_label,id,duration,spectral_centroid,spectral_bandwidth,pitch,energy,loudness,AUDIO_1,AUDIO_2,AUDIO_3,AUDIO_4,AUDIO_5,AUDIO_6,AUDIO_7,AUDIO_8,Unnamed: 0,sentence_level_similarity_emotion,sentence_level_similarity_word,exclamation,TEXT_1,TEXT_2,TEXT_3,TEXT_4,TEXT_5,TEXT_6,TEXT_7,TEXT_8,TEXT_9,TEXT_10,TEXT_11,TEXT_12,TEXT_13,TEXT_14,TEXT_15,TEXT_16,TEXT_17,TEXT_18,TEXT_19,TEXT_20,TEXT_21,TEXT_22,TEXT_23,TEXT_24,TEXT_25,TEXT_26,TEXT_27,TEXT_28,TEXT_29,TEXT_30,TEXT_31,TEXT_32,TEXT_33,TEXT_34,TEXT_35,TEXT_36,TEXT_37,TEXT_38,TEXT_39,TEXT_40,TEXT_41,TEXT_42,TEXT_43,TEXT_44,TEXT_45,TEXT_46,TEXT_47,TEXT_48,TEXT_49,TEXT_50
0,0,0,anger,1,5.24,3194.0611551900697,2498.073257786857,1724.7587890625,0.0001689450121894,0.00973745,-2.2307888381239644,1.1496650055586053,-0.9206387100484621,0.6222624428934843,0.04978154506517035,-0.034822037604329795,-0.29409246380201803,1.1192060257047867,0,0.0,0.0,0,4.560276417540191,9.361765925145082,-1.9444728613088302,2.4508795578024567,3.9167259717342273,-4.590280636156099,2.078470354635467,1.865895897652057,-4.145384950176726,-0.6685742138844359,-4.6243018257860715,-3.8279077370174672,-0.0730648105493239,-0.984538036146781,-0.4801120247331432,4.010277261308905,7.443412026903449,0.9264381605030378,-0.7433542099259051,5.615802998073585,-0.5150107527946972,2.4560709589236485,2.359471211827563,0.8992596983720746,-2.7957084449481755,2.455683401115589,1.5253409231796486,2.7764856251544465,-3.17930910796667,6.601164536661543,-6.275928834645584,2.3649075996680704,0.20990878405014893,-0.8476407545151246,-0.9714256844235372,-0.33683365130345233,5.0108570588722,1.7134775918345166,-0.47991307075951684,-2.271778211083264,-3.5283260772705867,-5.195581883044383,-2.071413363629529,2.3892409505141234,0.6797994292689314,1.4643178763978761,2.688780751283655,1.9503080943265776,-1.2815368392017625,-0.5054224615923388
1,0,0,anger,2,1.3999773242630384,3207.4308271531536,2460.578686695224,1596.321533203125,0.0004811933918425,0.01774681,-0.8986551657621984,-0.33524794826787535,-1.4476866148646224,0.7403122638050637,0.9404508146841145,0.2857259759264885,-0.07097202444451743,-0.8617944102355678,1,0.0,0.0,0,-1.8820262825512664,-10.278301755943174,1.9934316414083897,-1.5174768553233426,4.787207628150074,3.9789420820087757,1.3204711696414242,-3.0975409118206945,3.5316539206622557,-2.6368812276098583,0.38621956149374614,3.2157620229023003,-3.6655759689184295,-4.847216657971878,-1.9235013186262435,3.0583581578715586,1.7660500186617825,-2.7600822343221036,-1.8993583493664843,3.457748044266543,0.8476861675873466,1.2582915344259895,-1.5768482202119722,-5.081066907659009,-1.5314596945967578,3.6357465595953413,0.7706429324704556,-0.6502734543210718,-1.7634169126249766,-4.162903910604818,-0.23193054694961784,-3.2653456414626674,2.448175774957833,1.1874764905723962,-1.0352281685404998,-3.2056544231010125,1.9330588690279482,-4.383603214237439,5.714234727842337,-1.570070354738779,4.87918642795434,1.8067660795616773,-7.0827148915230245,-2.375127457606499,-2.9322724426159636,1.9032556259250673,7.856744900158116,4.622938577109823,1.2430210383058409,2.5242370798820906
2,0,0,anger,3,3.32,3189.1657364823373,2348.431343255982,2021.3489990234373,0.0001648619237292,0.009493501,-1.4887347489807563,-0.3377025330494171,-0.6224517250599552,-0.2587261709621336,-0.9375839358743149,-0.9454334820597532,0.8744404496812296,-1.5430246202406472,2,0.4398652948397188,0.913640330054312,0,-3.9330058622794355,-1.1026358068975715,-2.7048315101984866,-2.1823186491430935,0.712951777272364,-0.17935508795109814,5.602658704211232,3.166225561235056,1.4178507797168873,-2.0358531109769986,-2.0538831048204624,0.3247849005374956,-0.5416705938045984,4.639183235187005,-1.5244745176436214,1.483381020574528,0.6021084156896415,-1.7759650336219486,3.1406007117252184,-0.41898128812227514,0.6466471387420614,-2.085033680396279,-4.394734127023329,2.373565617360408,0.16997441674302904,0.41226467476253714,-3.2238339943135474,-0.30303868720976773,-0.9369598171141282,-1.3015544575563205,-5.832777940942631,-0.636747766582775,-1.0309460173567533,0.951923950672392,0.046166627990900766,-2.8195979715490234,1.2909345190396302,-1.2415565507325856,4.019161723608607,-2.2993511398590907,8.493502106220038,3.5129939824127776,2.752871248104436,-1.6893770887216841,-3.1188047850396643,0.9264671513954287,-0.5050933511264984,0.9212045065269584,-2.015439558132069,0.2575540428695807
3,0,0,anger,4,3.86,4078.493478875405,3491.3451313282594,1616.683837890625,0.0001805808139581,0.008689025,-1.0065437544393985,1.4602446151582575,-0.5891508621126255,-0.017474409495659177,-0.29391091131376623,-0.28844526376734636,0.08684262643331189,0.5222792750881721,3,0.009295023797137,0.9200261235687656,1,-0.9943837342254223,1.0817016999397495,2.105956388934544,-1.9869443589304814,3.511022466857462,-2.1337521491678473,-0.9408431944582585,2.2018526815243114,-2.74147153976976,1.001596599115454,-0.6694626896733527,-0.8705691219335124,0.3603836551992787,-1.2322296176626708,0.0915244641474185,-1.2047827507187674,-3.546438957235878,1.3461876845713188,-0.8943916753162778,-2.015072961384379,-1.0268001196084804,0.8698133047585496,2.3892077532447282,1.9913786211610756,3.8395967160728057,0.45699159634408404,-1.4028033845809391,3.551146136528468,-1.8421460628301045,3.5952569889008847,0.3226298040741108,4.740912922749974,-0.8123901123442459,1.3497432101216895,0.139515190612798,0.4951430140493797,4.7353231429585625,-1.7780798213729447,2.1229554605343925,0.07785981806154291,0.14394186463492242,-1.922510384308387,1.761533674204229,-0.18052226224707257,-0.9998449785975563,-4.7130009536148645,0.863673639834786,-0.4889708400921528,-1.1163761464907709,-2.3016159669499068
4,0,0,anger,5,3.78,3678.133007060202,2459.1922757915145,1724.6781005859375,0.0011072567405179,0.02461613,0.1361337950239024,-0.8112220631536647,0.30165106833658617,0.8163127182312243,-0.15127695754612358,0.4372097066290786,0.6823361884357443,-0.26360853630325864,4,0.0,0.0,1,-3.9421568019581494,-0.35417502252588773,-1.5306810197385736,0.8786131794755373,-2.038642052406892,-0.7308367622778824,-1.4804732081241498,-1.3708960500570884,-0.06775178011969832,-0.6852212242883673,-1.5119093862194821,-0.1666330280744362,-0.41945686404703797,-1.2162550575826097,-0.8954353625144711,-2.6246430105177536,-0.18148064027147554,0.6242680859781344,-1.3951169136113042,-0.5541999508130154,0.8504823866307439,0.8188231093972568,2.2281942782287296,0.9431244991954957,0.07555856725263166,1.6331013781294828,0.9068719185580749,2.623037135903715,0.32941234464816005,1.0965362872134936,-1.9607136183870397,-0.7420380650626468,1.460883479129417,0.2473365478668315,0.8928814957942317,-0.33547191025922446,-0.2291043552881748,1.1390038622568799,-1.5288364610086196,1.067095504011388,-1.7937978690185377,-1.7697704652859507,0.24262018815475717,0.5102317771895091,-1.4458184639845306,-2.01326017681815,0.9008788046435816,1.46560652429805,0.4753432315034998,-2.22869076860024
5,0,0,anger,6,2.48,2709.7858305151376,2648.454422457185,1870.395263671875,0.0002839630850492,0.012895289,1.5214934513534188,-1.4313101109097068,-2.062305956155037,1.3328322905355412,1.2285109133143646,1.4819928562879763,-1.1012395103637485,1.4706519108045826,5,0.0,0.0,0,-3.731252945167654,4.589672049380385,-3.385142563716029,-4.539962016843669,-5.4659472184338345,-5.115920983680329,5.2750550860261285,-0.24922373852257396,-1.9710554248580292,2.667770013894894,-0.7676162092735429,-1.560667004962244,4.463288172088996,1.1454452518288565,-1.8388615037194413,-0.2176746829054098,-2.090693570841589,1.6219438473551455,1.6237847310045064,-3.0933758044968966,0.5710142791749664,-0.999175177047736,2.2117085542036774,-0.5517484618425538,-2.0547888595365285,3.84613529757341,-0.9913456454398266,-4.094819804625278,-0.23128798804963402,-2.4708298606805563,1.1597021063266215,0.1962602583438896,2.7599292589438,0.045230664648791996,0.9192812998859409,5.729409228393637,0.5086613050567914,-2.820850632734455,1.6713178190220144,-0.148264073189448,-3.43913615766364,2.4073768368278703,-1.2032296271852225,-2.8155990734790057,-3.669747570714753,1.4425481615543112,1.3077297327926916,0.9022946985295583,2.2408229833598208,1.1969361361846402
7,0,0,anger,8,1.69,3324.058362149941,2568.667122999268,2270.0673828125,0.0001974441986315,0.011037465,-2.541863436993085,-0.3119672200084106,0.6689291613852658,0.30916543677675373,-0.32149757491554576,0.740577151334838,-0.36139840186097694,-1.7477701750682746,7,0.0,0.0,0,-10.016558841715476,-2.44352838725122,-3.1144035430024197,-5.305044711810615,-1.1653354156476319,2.737320401805457,0.5985785772702616,-0.0073994760037497664,-3.7269791739411184,-3.0509945702443293,-0.6186942710785314,-0.8266389090931378,-0.9914832919390735,0.3172031993027322,-0.4255218196076385,-2.2893579721937365,0.2780562306396289,-0.6876110859150188,2.25276155160224,-1.2330888849478823,1.9018451711526398,-1.7696839223950622,-1.6982188028815701,-1.7107796483965836,-1.8425063799826376,0.7840417392816514,3.1721068371070467,0.9222528142106831,-0.5556312651917921,0.7529271606522487,0.09558437233051288,0.17739393211829613,2.0090362504764414,3.032619567310343,2.9645881329240016,-0.8729082836576412,-0.3601062742822385,1.6035649112306745,-0.9371853955339429,-0.8019446231224496,-2.7958727127770793,0.6626976603073239,0.1244774895566767,3.6067117130309576,-2.3028945022078218,2.78447624405261,-2.542942444004489,3.098478491910006,1.5631205042107377,2.313126431926119
8,0,0,anger,9,3.61,3849.877505488523,3126.1519311993497,1869.94384765625,0.000144928939564,0.007848676,0.45853277870990955,1.0143596022539327,-0.7611602383614395,0.20798935459699594,-0.2660181383526261,0.30247490169127494,-0.27654494765782456,0.040173108482292885,8,0.8008386592621901,0.3572839547376947,1,9.099668081015718,7.044678740842091,1.293388045712405,-1.6993514520181128,-1.7496909919687003,-1.7969459785398259,-4.4740130138847025,-2.1156659752096365,-8.004680887626456,-2.5302612008739613,-2.675295321375487,-1.8729486812622838,-0.7362426309223057,-0.6258015075370089,0.8406493388422992,9.085524523790163,3.603982787912498,5.909675133579284,-3.924406976635696,5.247967255936959,-9.01736816633115,3.694523560550617,-1.351100599126907,5.446161688605217,-6.1141229182741945,-3.337857043398957,-1.8063865043814773,2.8925496016640353,-2.8293866051955616,8.519257092812015,-6.684727611487675,0.7302851628756666,-2.5931873121678977,-5.050701794998044,1.4745404445067598,1.3509877697965698,1.7133585740844275,-4.421378097478598,-0.2948960032753375,-4.822205884235739,-1.3309046614390545,-1.8374235625672566,-5.571573143222965,5.126013721334084,-7.060550240652162,3.838703635084462,-0.46903236719690555,2.6878650528742534,-0.39502758190324033,-1.105347294226781
11,0,0,anger,12,3.07,2759.5976078692397,2439.458442569635,1628.2171630859375,0.0001543202506889,0.010594155,0.06663386480544742,-4.164874106768081,-0.9149575993877289,2.087704642078437,0.6404751250481301,1.3611607772358882,-0.837065955544131,1.4106097529315287,11,-0.7567973922168312,0.9327698397313235,0,-0.6779137071172272,10.530644326415526,-0.9959757823022654,0.512113112629438,-2.2632426383720246,-0.46449171096753705,0.4441480501674894,-3.720670841418743,-0.7134612658625337,-1.3958311352359905,2.2095831425233046,-0.5536857653253642,-3.48924239684707,3.654296794243195,3.6864189707635653,-1.8012273040871767,1.665314881168396,-0.4286701770747182,0.9661029516688087,1.4501400182745994,1.2965309067936308,1.3204916817861077,0.3560690353640519,-2.561399326089657,0.11982773326125518,0.12193072626651624,0.8132409976906689,0.3338873331111898,0.4708551589928127,-0.8539415489046662,0.005394673407955214,-0.835468848413052,0.7817181702021624,0.5683610418856258,-0.3252810668052346,-0.5109907762153544,0.8780340938311532,-0.4249735776366214,-0.9271144746144764,0.05587723638854922,-0.7444362929411963,2.7893990145111975,-0.703510361814416,0.6720231446846593,1.5816025583015312,0.15070032837579947,0.6740831059577537,0.6021925128592248,0.35480453555365254,-0.5768886538303732
12,0,0,anger,13,4.48,3043.7114767608537,2569.674896723405,1530.5164794921875,8.490252039136723e-05,0.006833882,-2.0947644315995246,-3.0724202004818615,-0.3714768911904348,0.6712616008876979,0.20826959637854847,0.12064200062160343,-0.39503466475927407,0.36786789383333435,12,-0.087290995818088,0.8977830289413357,0,-2.4935453958509326,3.281531043619682,-2.783370057689738,-0.6038880915512274,-0.8888288020193679,-2.1900333527657367,2.058156154626956,-2.2695268149074117,0.34405819631966517,-0.04356480524564113,2.178475750282327,-0.24115726868577103,0.16342054101167783,2.60556845151827,0.16918614107047852,-1.4424580146527215,0.43070758621988436,-0.5867364579924212,3.0572238140807477,0.8061856557128102,-1.4919497812534,1.0277458868718332,0.2640935268210972,-0.8976379868652085,-1.021268875882971,0.5380504515378459,-0.45025263807718396,-2.9295900243242086,1.877500841919501,1.1107801750682424,0.6675373580757473,1.1578234858973053,-0.15161300737840552,0.6723527863096423,0.06861641306744055,0.19343493387907784,1.2521283007100816,1.190297461917649,0.9853663824881336,1.003927462576166,-1.921673249883406,0.8429031210330707,-1.7814664320169107,-1.1012439913421586,-0.782071279445136,-1.2450834333820109,1.1165279558895531,0.12481234845669037,1.172287826917715,0.15604115831250706
13,0,0,anger,14,7.38,3354.842587927412,2851.496815515224,1587.977294921875,9.140176773481524e-05,0.0070298146,-0.7728958303744052,-1.0245814799921296,-1.1867216880638505,0.15409422873412232,-0.06427659492258699,0.867515681746576,-0.8970536163541021,0.6576689247055703,13,0.5624724908310113,0.6015931137656726,0,-2.049936216367882,-6.9519933295311676,-0.6783769968005787,-3.351158579867525,-1.1295922708854529,1.8193900108818228,0.39486300072432834,0.14294738015171182,-1.4092919583708503,1.188582087564086,-1.0285242629053066,-2.2342433676488707,1.3046241708215887,-1.5760488284130667,-1.8073914941232043,1.4784791340894632,-0.8658605013390328,-0.7521052872368162,-1.2673585683546955,-0.4879372839751729,-0.6182987339938574,0.5730731504660047,-1.5002617132756897,0.9009306580611306,1.0005139153349787,-1.5723480114021908,-0.4008145148964783,-1.087230970712187,0.3715555311484945,-2.161505355873773,-0.8416413830009543,-1.3262004464695083,1.0224394016086875,-0.5211779284590292,-0.8820843197872221,-0.829637036147646,-0.3915436327274412,1.485636939260805,0.811986520700964,1.595145383894657,-0.7905786506838972,-0.2527048979250705,-0.07200456450083181,2.172716751104812,-1.1753177671113573,-1.3869846403883628,-0.7462211337446834,-0.21015091933031765,-0.08955894670567854,0.3441580131662736
